 demo                      SWAT+ 2026-07-13        MODULAR Rev 2026.cb442f7c05fc3bfc34349c446010f452d2737c
 freq       soil_lyr  soil_depth        jday         mon         day          yr        unit                gis_id name                   cfmets1        cfstrs1        cfstrs2        efmets1        efstrs1        efstrs2       immmets1       immstrs1       immstrs2       mnrmets1       mnrstrs1       mnrstrs2        co2fmet        co2fstr         cfs1s2         cfs1s3         cfs2s1         cfs2s3         cfs3s1         efs1s2         efs1s3         efs2s1         efs2s3         efs3s1        imms1s2        imms1s3        imms2s1        imms2s3        imms3s1        mnrs1s2        mnrs1s3        mnrs2s1        mnrs2s3        mnrs3s1         co2fs1         co2fs2         co2fs3
                              mm                                                                                                          kg_C/ha        kg_C/ha        kg_C/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_C/ha        kg_C/ha        kg_C/ha        kg_C/ha        kg_C/ha        kg_C/ha        kg_C/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_N/ha        kg_C/ha        kg_C/ha
 day              -1          -1           1           1           1        1975          12                     1 hru0012            54.26984      4.5974314E-02  0.2878139       5.205620      3.7967734E-04  2.4118701E-03   4.381849      7.7659748E-03  1.7657148E-02  0.2213639      0.0000000E+00  0.0000000E+00   67.09802      0.1801653       6.488546      0.1223041       1.172709      0.1405224      0.1549555      0.4504725      8.4760524E-03  0.1107454      1.4052242E-02  1.4846245E-02  0.0000000E+00  0.0000000E+00  9.1782644E-02  3.7087216E-03  1.2446810E-02  0.3605959      6.8119541E-03  6.5254155E-03  1.1641532E-10  6.4929912E-04   6.194703       1.605060      0.1893900    
 day               1          10           2           1           2        1975           1                     1 hru0001            1.903090      1.3779216E-03  9.6454518E-03  9.5154479E-02  6.8896079E-05  3.8581807E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.6508220E-02  2.6151683E-05  2.7951639E-04   2.854635      6.2006479E-03  0.1348006      2.9759749E-03  3.1611759E-02  3.7842242E-03  2.6570561E-03  5.3920243E-03  1.1903900E-04  1.5805879E-03  3.7839849E-04  1.3285280E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.3923349E-08  0.0000000E+00  1.1213131E-02  2.4755075E-04  1.5803882E-03  0.0000000E+00  1.3285321E-04  0.1683936      4.3261763E-02  3.2475132E-03
 day               2          25           2           1           2        1975           1                     1 hru0001            1.462968      1.3306412E-03  8.2795462E-03  0.1480267      2.4243431E-05  1.5084803E-04  0.3347527      4.1486818E-04  5.3635426E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.788072      5.1747165E-03  0.1689255      3.1927270E-03  2.9523516E-02  3.5342418E-03  4.0033087E-03  1.4020815E-02  2.6499634E-04  2.9523855E-03  3.5342824E-04  4.0033227E-04  0.0000000E+00  0.0000000E+00  6.7903744E-03  1.5196833E-04  9.2075963E-04  7.9304678E-03  1.4988749E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1563517      4.0403929E-02  4.8929332E-03
 day               3          50           2           1           2        1975           1                     1 hru0001            2.469219      2.2461680E-03  1.3976156E-02  0.2498602      4.0923805E-05  2.5463704E-04  0.5649821      7.0031162E-04  9.0538390E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   3.017935      8.7350979E-03  0.2851842      5.3900415E-03  4.9836900E-02  5.9659444E-03  6.7577432E-03  2.3670292E-02  4.4737343E-04  4.9837464E-03  5.9660122E-04  6.7577645E-04  0.0000000E+00  0.0000000E+00  1.1462430E-02  2.5652885E-04  1.5542787E-03  1.3397010E-02  2.5320624E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2639568      6.8203479E-02  8.2594641E-03
 day               4         100           2           1           2        1975           1                     1 hru0001            3.541936      3.0626217E-03  1.9056307E-02  0.3585420      2.0421223E-05  1.2706534E-04  0.6688248      8.6791656E-04  1.4227197E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   4.329033      1.1910194E-02  0.4362426      8.2450761E-03  7.6291911E-02  9.1328584E-03  1.0344972E-02  3.5478134E-02  6.7054416E-04  7.6292558E-03  9.1329357E-04  1.0345007E-03  0.0000000E+00  0.0000000E+00  1.4499820E-02  3.7149468E-04  1.9661407E-03  2.0775177E-02  3.9265532E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.4037713      0.1044081      1.2643856E-02
 day               5         150           2           1           2        1975           1                     1 hru0001            3.593516      3.1077156E-03  1.9336892E-02  0.3637962      2.0721929E-05  1.2893643E-04  0.5321178      7.5407524E-04  1.3970395E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   4.392076      1.2085559E-02  0.4427228      8.3675534E-03  7.7415571E-02  9.2673702E-03  1.0497331E-02  3.4937583E-02  6.6032761E-04  7.7415896E-03  9.2674093E-04  1.0497365E-03  0.0000000E+00  0.0000000E+00  1.1559200E-02  3.5160931E-04  1.5673954E-03  2.1761715E-02  4.1130104E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.4097691      0.1059458      1.2830072E-02
 day               6         200           2           1           2        1975           1                     1 hru0001            2.180844      1.8863620E-03  1.1737360E-02  0.2208045      1.2578088E-05  7.8263627E-05  0.2587537      4.0222472E-04  8.2255458E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.665476      7.3358510E-03  0.2687692      5.0797947E-03  4.6990965E-02  5.6252596E-03  6.3718352E-03  2.0627484E-02  3.8986380E-04  4.6990970E-03  5.6252599E-04  6.3718553E-04  0.0000000E+00  0.0000000E+00  5.6340126E-03  1.9931328E-04  7.6395343E-04  1.3622835E-02  2.5747449E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2487636      6.4308725E-02  7.7877985E-03
 day               7         300           2           1           2        1975           1                     1 hru0001            4.424647      3.8276990E-03  2.3816787E-02  0.4480180      2.5522775E-05  1.5880834E-04  0.3504058      6.6518219E-04  1.5805820E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   5.407903      1.4885494E-02  0.5454312      1.0308764E-02  9.5351785E-02  1.1414504E-02  1.2929411E-02  3.9833996E-02  7.5287087E-04  9.5351133E-03  1.1414425E-03  1.2929451E-03  0.0000000E+00  0.0000000E+00  7.6710340E-03  3.5404833E-04  1.0401558E-03  2.9193584E-02  5.5176503E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5048325      0.1304921      1.5802614E-02
 day               8         450           2           1           2        1975           1                     1 hru0001            6.654952      5.7558082E-03  3.5813894E-02  0.6737611      3.8379167E-05  2.3880355E-04  0.2964683      8.0076361E-04  2.2190597E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   8.133830      2.2383690E-02  0.8200281      1.5498703E-02  0.1433819      1.7164156E-02  1.9442163E-02  5.6277510E-02  1.0636568E-03  1.4337974E-02  1.7163899E-03  1.9442217E-03  0.0000000E+00  0.0000000E+00  6.5657571E-03  4.3927145E-04  8.9026324E-04  4.6853025E-02  8.8553212E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.7589900      0.1962229      2.3762647E-02
 day               9         600           2           1           2        1975           1                     1 hru0001            3.820397      3.2725509E-03  2.0362534E-02  0.3846757      2.1819274E-05  1.3576433E-04  9.3285739E-02  3.8760231E-04  1.1927456E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   4.669374      1.2726585E-02  0.4625796      8.7428521E-03  8.1499174E-02  9.7562158E-03  1.1051574E-02  3.0180020E-02  5.7040871E-04  8.1498194E-03  9.7560987E-04  1.1051592E-03  0.0000000E+00  0.0000000E+00  2.0463616E-03  2.0750822E-04  2.7747871E-04  2.7721310E-02  5.2393862E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.4281479      0.1115344      1.3507479E-02
 day              10         750           2           1           2        1975           1                     1 hru0001            1.543799      1.3127184E-03  8.1680231E-03  0.1547992      8.7518174E-06  5.4455737E-05  1.7324761E-02  1.3760809E-04  4.5674192E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.886866      5.1050154E-03  0.1844230      3.4856342E-03  3.2684721E-02  3.9126677E-03  4.4323262E-03  1.1542160E-02  2.1814923E-04  3.2684531E-03  3.9126448E-04  4.4323289E-04  0.0000000E+00  0.0000000E+00  3.7568924E-04  6.9565489E-05  5.0943810E-05  1.1510594E-02  2.1755263E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1706957      4.4730145E-02  5.4172873E-03
 day              11         900           2           1           2        1975           1                     1 hru0001            1.112584      9.4581244E-04  5.8850534E-03  0.1115448      6.3056632E-06  3.9235223E-05  1.8780828E-03  9.0115624E-05  3.1660625E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.359825      3.6781589E-03  0.1328935      2.3596555E-03  2.2861304E-02  2.7504780E-03  3.1934672E-03  8.0354447E-03  1.4267725E-04  2.2861150E-03  2.7504592E-04  3.1934690E-04  0.0000000E+00  0.0000000E+00  4.4491375E-05  4.1073916E-05  6.2125910E-06  8.5704615E-03  1.5217703E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1283366      3.1303290E-02  3.9031266E-03
 day              12        1050           2           1           2        1975           1                     1 hru0001           0.5327643      4.5291791E-04  2.8181539E-03  5.0584298E-02  3.0195715E-06  1.8788432E-05  0.0000000E+00  3.9983563E-05  1.4678485E-04  2.8301217E-03  0.0000000E+00  0.0000000E+00  0.6511564      1.7613467E-03  6.3575990E-02  1.0140955E-03  1.0454101E-02  1.2672034E-03  1.5292447E-03  3.7352415E-03  5.9580532E-05  9.9258404E-04  1.2671930E-04  1.4519697E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.5956131E-05  0.0000000E+00  4.2071156E-03  6.7107365E-05  5.2817515E-05  0.0000000E+00  7.7275909E-06  6.5422162E-02  1.4326041E-02  1.8690769E-03
 day              13        1200           2           1           2        1975           1                     1 hru0001           0.5397415      4.5886324E-04  2.8551458E-03  4.8387624E-02  3.0592093E-06  1.9035060E-05  0.0000000E+00  3.8077709E-05  1.4471883E-04  5.7272352E-03  0.0000000E+00  0.0000000E+00  0.6596841      1.7844669E-03  6.4412102E-02  1.0274322E-03  1.0591335E-02  1.2838382E-03  1.5493191E-03  3.6942880E-03  5.8927282E-05  9.4950921E-04  1.2838267E-04  1.3889588E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.3674304E-05  0.0000000E+00  4.3508406E-03  6.9399903E-05  1.0961480E-04  0.0000000E+00  1.6036109E-05  6.6282548E-02  1.4514101E-02  1.8936123E-03
 day              14        1500           2           1           2        1975           1                     1 hru0001            1.096774      9.3246059E-04  5.8019753E-03  9.0260461E-02  6.2166523E-06  3.8681381E-05  0.0000000E+00  7.0521426E-05  2.8186548E-04  1.9705176E-02  0.0000000E+00  0.0000000E+00   1.340502      3.6262351E-03  0.1308966      2.0879214E-03  2.1522801E-02  2.6089058E-03  3.1483930E-03  7.2317608E-03  1.1535324E-04  1.7712475E-03  2.6088802E-04  2.5910119E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.0033563E-05  0.0000000E+00  9.1125425E-03  1.4535344E-04  3.8101152E-04  0.0000000E+00  5.5738259E-05  0.1346977      2.9494310E-02  3.8480361E-03
 day              15        1800           2           1           2        1975           1                     1 hru0001            1.114239      9.4734615E-04  5.8945944E-03  8.6445086E-02  6.3158955E-06  3.9298880E-05  0.0000000E+00  6.7181252E-05  2.7774050E-04  2.5274098E-02  0.0000000E+00  0.0000000E+00   1.361848      3.6841226E-03  0.1329903      2.1213181E-03  2.1866398E-02  2.6505552E-03  3.1986544E-03  7.1528535E-03  1.1409461E-04  1.6964420E-03  2.6505266E-04  2.4815847E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.4784920E-05  0.0000000E+00  9.4496440E-03  1.5073048E-04  4.9017393E-04  0.0000000E+00  7.1707123E-05  0.1368522      2.9965168E-02  3.9094668E-03
 day              16        2000           2           1           2        1975           1                     1 hru0001           0.7500346      6.3770777E-04  3.9679566E-03  5.6512032E-02  4.2515576E-06  2.6454118E-05  0.0000000E+00  4.3797110E-05  1.8407282E-04  1.8691171E-02  0.0000000E+00  0.0000000E+00  0.9167089      2.4799737E-03  8.9524448E-02  1.4279973E-03  1.4719417E-02  1.7842274E-03  2.1531812E-03  4.7498774E-03  7.5764910E-05  1.1090478E-03  1.7842079E-04  1.6223339E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  8.0672762E-06  0.0000000E+00  6.4252838E-03  1.0248918E-04  3.6287785E-04  0.0000000E+00  5.3084848E-05  9.2124134E-02  2.0171123E-02  2.6316659E-03
 day              -1          -1           2           1           2        1975           1                     1 hru0001            36.74150      3.1555310E-02  0.1974159       3.541173      3.1142621E-04  1.8948936E-03   3.118794      5.4802299E-03  1.1884971E-02  0.1687360      0.0000000E+00  0.0000000E+00   45.43492      0.1235572       4.363400      8.1325553E-02  0.7666036      9.1902651E-02  0.1032600      0.3065595      5.7236273E-03  7.3682964E-02  9.1902046E-03  9.9888761E-03  0.0000000E+00  0.0000000E+00  6.6649176E-02  2.5149221E-03  9.0375813E-03  0.2460947      4.5781210E-03  2.9768837E-03  0.0000000E+00  3.3714715E-04   4.137387       1.049285      0.1262067    
 day               1          10           2           1           2        1975           2                     1 hru0002           0.9176887      6.6762924E-04  4.6734032E-03  4.5884434E-02  3.3381461E-05  1.8693613E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  4.6531823E-02  1.2512697E-05  1.3432287E-04   1.376533      3.0043311E-03  6.5701053E-02  1.4504730E-03  1.5415043E-02  1.8453252E-03  1.2956786E-03  2.6280424E-03  5.8018923E-05  7.7075214E-04  1.8452099E-04  6.4783926E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.1525117E-08  0.0000000E+00  5.4676207E-03  1.2070790E-04  7.7065575E-04  0.0000000E+00  6.4784101E-05  8.2074091E-02  2.1096006E-02  1.5836072E-03
 day               2          25           2           1           2        1975           2                     1 hru0002           0.7125181      6.5340614E-04  4.0656314E-03  7.2084509E-02  1.2282759E-05  7.6425924E-05  0.1630465      2.0334126E-04  2.6102146E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.8708555      2.5410210E-03  8.2424358E-02  1.5578376E-03  1.4409087E-02  1.7249029E-03  1.9538356E-03  6.8412214E-03  1.2930052E-04  1.4409248E-03  1.7249222E-04  1.9538421E-04  0.0000000E+00  0.0000000E+00  3.3140739E-03  7.4168915E-05  4.4938154E-04  3.8640895E-03  7.3032090E-05  0.0000000E+00  0.0000000E+00  0.0000000E+00  7.6289162E-02  1.9719321E-02  2.3880214E-03
 day               3          50           2           1           2        1975           2                     1 hru0002            1.208854      1.1087717E-03  6.8990164E-03  0.1223112      2.0842792E-05  1.2968834E-04  0.2766106      3.4505184E-04  4.4292997E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.477488      4.3118866E-03  0.1398896      2.6439431E-03  2.4451079E-02  2.9270235E-03  3.3155009E-03  1.1610839E-02  2.1944728E-04  2.4451355E-03  2.9270566E-04  3.3155116E-04  0.0000000E+00  0.0000000E+00  5.6237206E-03  1.2585870E-04  7.6256413E-04  6.5641357E-03  1.2406349E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1294770      3.3462126E-02  4.0522791E-03
 day               4         100           2           1           2        1975           2                     1 hru0002            5.522271      4.7741760E-03  2.9705977E-02  0.5589541      3.1833632E-05  1.9807588E-04   1.042825      1.3529541E-03  2.2178108E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   6.749443      1.8566238E-02  0.6799464      1.2851129E-02  0.1189273      1.4236709E-02  1.6126221E-02  5.5297740E-02  1.0451389E-03  1.1892828E-02  1.4236830E-03  1.6126274E-03  0.0000000E+00  0.0000000E+00  2.2602972E-02  5.7910243E-04  3.0649113E-03  3.2360986E-02  6.1162934E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.6293352      0.1627560      1.9709827E-02
 day               5         150           2           1           2        1975           2                     1 hru0002            5.604917      4.8465249E-03  3.0156154E-02  0.5673794      3.2316097E-05  2.0107791E-04  0.8300051      1.1759907E-03  2.1787027E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   6.850455      1.8847598E-02  0.6903549      1.3047853E-02  0.1207302      1.4452540E-02  1.6370684E-02  5.4479536E-02  1.0296747E-03  1.2073071E-02  1.4452599E-03  1.6370737E-03  0.0000000E+00  0.0000000E+00  1.8026669E-02  5.4833782E-04  2.4443679E-03  3.3920731E-02  6.4110907E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.6389689      0.1652234      2.0008616E-02
 day               6         200           2           1           2        1975           2                     1 hru0002            2.519082      2.1787190E-03  1.3556476E-02  0.2550364      1.4527485E-05  9.0393252E-05  0.2989004      4.6456477E-04  9.5003913E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   3.078878      8.4727975E-03  0.3104006      5.8666375E-03  5.4273725E-02  6.4970744E-03  7.3593594E-03  2.3822628E-02  4.5025270E-04  5.4273722E-03  6.4970739E-04  7.3593826E-04  0.0000000E+00  0.0000000E+00  6.5072193E-03  2.3020362E-04  8.8235777E-04  1.5729781E-02  2.9729618E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.2872963      7.4275427E-02  8.9947730E-03
 day               7         300           2           1           2        1975           2                     1 hru0002            5.106490      4.4170846E-03  2.7484084E-02  0.5170270      2.9452718E-05  1.8326135E-04  0.4044352      7.6760678E-04  1.8239595E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   6.241266      1.7177554E-02  0.6293625      1.1895085E-02  0.1100337      1.3172063E-02  1.4920235E-02  4.5963679E-02  8.6872320E-04  1.1003292E-02  1.3171973E-03  1.4920280E-03  0.0000000E+00  0.0000000E+00  8.8521997E-03  4.0856330E-04  1.2003168E-03  3.3681352E-02  6.3658465E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.5825166      0.1505848      1.8235844E-02
 day               8         450           2           1           2        1975           2                     1 hru0002            7.671962      6.6346237E-03  4.1282091E-02  0.7766732      4.4238979E-05  2.7526467E-04  0.3418269      9.2302694E-04  2.5578740E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   9.376843      2.5801310E-02  0.9451424      1.7863391E-02  0.1652734      1.9784776E-02  2.2410603E-02  6.4863950E-02  1.2259424E-03  1.6527096E-02  1.9784484E-03  2.2410669E-03  0.0000000E+00  0.0000000E+00  7.5682178E-03  5.0633913E-04  1.0261890E-03  5.3997740E-02  1.0205688E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.8747916      0.2261822      2.7390739E-02
 day               9         600           2           1           2        1975           2                     1 hru0002            4.400328      3.7690459E-03  2.3451844E-02  0.4430509      2.5129568E-05  1.5636178E-04  0.1074644      4.4640742E-04  1.3737036E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   5.378179      1.4657402E-02  0.5327284      1.0068680E-02  9.3863659E-02  1.1236360E-02  1.2728249E-02  3.4756728E-02  6.5690954E-04  9.3862545E-03  1.1236226E-03  1.2728267E-03  0.0000000E+00  0.0000000E+00  2.3568198E-03  2.3898983E-04  3.1957624E-04  3.1924635E-02  6.0338236E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.4930753      0.1284556      1.5556750E-02
 day              10         750           2           1           2        1975           2                     1 hru0002            1.777434      1.5113357E-03  9.4038676E-03  0.1782231      1.0075984E-05  6.2695020E-05  1.9949615E-02  1.5842851E-04  5.2584824E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   2.172419      5.8774170E-03  0.2123215      4.0129204E-03  3.7629977E-02  4.5046611E-03  5.1029455E-03  1.3288190E-02  2.5114955E-04  3.7629756E-03  4.5046347E-04  5.1029481E-04  0.0000000E+00  0.0000000E+00  4.3253158E-04  8.0090802E-05  5.8651727E-05  1.3251849E-02  2.5046276E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1965175      5.1497895E-02  6.2369341E-03
 day              11         900           2           1           2        1975           2                     1 hru0002            1.304759      1.1091494E-03  6.9013699E-03  0.1308097      7.3946171E-06  4.6010919E-05  2.2045970E-03  1.0567814E-04  3.7128243E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.594706      4.3133572E-03  0.1558398      2.7670886E-03  2.6809303E-02  3.2254676E-03  3.7449584E-03  9.4228964E-03  1.6731281E-04  2.6809117E-03  3.2254454E-04  3.7449607E-04  0.0000000E+00  0.0000000E+00  5.2175252E-05  4.8167130E-05  7.2854746E-06  1.0050332E-02  1.7845359E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1504960      3.6709167E-02  4.5771715E-03
 day              12        1050           2           1           2        1975           2                     1 hru0002           0.6409957      5.4491253E-04  3.3905660E-03  6.0860530E-02  3.6328922E-06  2.2604658E-05  0.0000000E+00  4.8104841E-05  1.7659921E-04  3.4040213E-03  0.0000000E+00  0.0000000E+00  0.7834393      2.1191039E-03  7.6487489E-02  1.2200458E-03  1.2577486E-02  1.5245912E-03  1.8398577E-03  4.4938228E-03  7.1680610E-05  1.1941928E-03  1.5245787E-04  1.7468870E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.9197076E-05  0.0000000E+00  5.0615664E-03  8.0736645E-05  6.3545536E-05  0.0000000E+00  9.2971750E-06  7.8708597E-02  1.7235873E-02  2.2487151E-03
 day              13        1200           2           1           2        1975           2                     1 hru0002           0.6497303      5.5235432E-04  3.4368716E-03  5.8248080E-02  3.6825072E-06  2.2913380E-05  0.0000000E+00  4.5835855E-05  1.7420476E-04  6.8932921E-03  0.0000000E+00  0.0000000E+00  0.7941148      2.1480448E-03  7.7534057E-02  1.2367395E-03  1.2749275E-02  1.5454149E-03  1.8649866E-03  4.4468842E-03  7.0931885E-05  1.1429678E-03  1.5454012E-04  1.6719537E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.6460370E-05  0.0000000E+00  5.2372362E-03  8.3538718E-05  1.3194827E-04  0.0000000E+00  1.9303377E-05  7.9785548E-02  1.7471289E-02  2.2794283E-03
 day              14        1500           2           1           2        1975           2                     1 hru0002            1.321623      1.1235935E-03  6.9912490E-03  0.1087647      7.4909208E-06  4.6610174E-05  0.0000000E+00  8.4976702E-05  3.3964156E-04  2.3742944E-02  0.0000000E+00  0.0000000E+00   1.615317      4.3695308E-03  0.1577241      2.5158441E-03  2.5934475E-02  3.1436707E-03  3.7937406E-03  8.7139215E-03  1.3899506E-04  2.1343119E-03  3.1436395E-04  3.1221090E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  2.4140027E-05  0.0000000E+00  1.0980289E-02  1.7514572E-04  4.5910990E-04  0.0000000E+00  6.7163346E-05  0.1623042      3.5539959E-02  4.6367943E-03
 day              15        1800           2           1           2        1975           2                     1 hru0002            1.344732      1.1432869E-03  7.1137864E-03  0.1043272      7.6222182E-06  4.7427140E-05  0.0000000E+00  8.1076432E-05  3.3518623E-04  3.0500554E-02  0.0000000E+00  0.0000000E+00   1.643562      4.4461163E-03  0.1604940      2.5600265E-03  2.6389068E-02  3.1987745E-03  3.8602380E-03  8.6321319E-03  1.3769043E-04  2.0473206E-03  3.1987406E-04  2.9948555E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  1.7842860E-05  0.0000000E+00  1.1404048E-02  1.8190505E-04  5.9155840E-04  0.0000000E+00  8.6538406E-05  0.1651545      3.6162920E-02  4.7180690E-03
 day              16        2000           2           1           2        1975           2                     1 hru0002           0.9063395      7.7058782E-04  4.7947676E-03  6.8288974E-02  5.1374586E-06  3.1966403E-05  0.0000000E+00  5.2923177E-05  2.2242847E-04  2.2585288E-02  0.0000000E+00  0.0000000E+00   1.107748      2.9967302E-03  0.1081770      1.7255222E-03  1.7786521E-02  2.1560092E-03  2.6018426E-03  5.7395203E-03  9.1550624E-05  1.3401415E-03  2.1559854E-04  1.9603819E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  9.7482844E-06  0.0000000E+00  7.7640796E-03  1.2384422E-04  4.3849100E-04  0.0000000E+00  6.4146181E-05  0.1113183      2.4374206E-02  3.1800300E-03
 day              -1          -1           2           1           2        1975           2                     1 hru0002            41.60973      3.5805199E-02  0.2233072       4.067924      2.8904207E-04  1.7777128E-03   3.487268      6.2559675E-03  1.3951232E-02  0.1336579      0.0000000E+00  0.0000000E+00   51.11125      0.1396504       5.024529      9.3283214E-02  0.8772532      0.1051754      0.1192889      0.3550017      6.6127195E-03  8.5269555E-02  1.0517480E-02  1.1617690E-02  0.0000000E+00  0.0000000E+00  7.5336598E-02  2.9272221E-03  1.0215602E-02  0.2812604      5.2024610E-03  2.4553090E-03  0.0000000E+00  3.1123258E-04   4.738109       1.200746      0.1457976    
 day               1          10           2           1           2        1975           3                     1 hru0003            2.794589      2.1449914E-03  1.5014925E-02  0.1397295      1.0016168E-04  6.0059701E-04  0.0000000E+00  7.0878887E-06  0.0000000E+00  0.1420232      0.0000000E+00  1.0053412E-04   4.191884      9.6524563E-03  0.3172449      7.0037707E-03  7.5037360E-02  8.9826752E-03  6.3071186E-03  1.2689795E-02  2.8015079E-04  3.7518679E-03  8.9821237E-04  3.1535592E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  5.5122655E-08  0.0000000E+00  2.6589446E-02  5.8701157E-04  3.7514074E-03  0.0000000E+00  3.1535691E-04  0.3963039      0.1026912      7.7087004E-03
 day               2          25           2           1           2        1975           3                     1 hru0003            3.346183      2.9587119E-03  1.8409764E-02  0.3386408      3.5098423E-05  2.1839018E-04  0.7655996      9.4127655E-04  1.3096203E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   4.089779      1.1506103E-02  0.4007961      7.5751301E-03  7.0079818E-02  8.3892113E-03  9.5026363E-03  3.3266079E-02  6.2873581E-04  7.0080613E-03  8.3893066E-04  9.5026678E-04  0.0000000E+00  0.0000000E+00  1.6118279E-02  3.6072655E-04  2.1856031E-03  1.8780198E-02  3.5494968E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.3709632      9.5906593E-02  1.1614334E-02
 day               3          50           2           1           2        1975           3                     1 hru0003            5.647619      4.9943123E-03  3.1075725E-02  0.5715939      5.9246308E-05  3.6864373E-04   1.292120      1.5888767E-03  2.2106413E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   6.902646      1.9422330E-02  0.6766193      1.2788245E-02  0.1182953      1.4161062E-02  1.6040523E-02  5.6159399E-02  1.0614244E-03  1.1829669E-02  1.4161223E-03  1.6040577E-03  0.0000000E+00  0.0000000E+00  2.7207794E-02  6.0890964E-04  3.6893147E-03  3.1724483E-02  5.9959933E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.6262558      0.1618912      1.9605085E-02
 day               4         100           2           1           2        1975           3                     1 hru0003            7.856570      6.7933691E-03  4.2269856E-02  0.7953022      4.5297424E-05  2.8185066E-04   1.483558      1.9251727E-03  3.1558140E-03  0.0000000E+00  0.0000000E+00  0.0000000E+00   9.602475      2.6418660E-02  0.9676535      1.8288853E-02  0.1692273      2.0258097E-02  2.2946758E-02  7.8695983E-02  1.4873706E-03  1.6922876E-02  2.0258268E-03  2.2946836E-03  0.0000000E+00  0.0000000E+00  3.2162838E-02  8.2403282E-04  4.3612039E-03  4.6082430E-02  8.7096775E-04  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.8956270      0.2315933      2.8046040E-02
