 demo                      SWAT+ 2026-07-13        MODULAR Rev 2026.cb442f7c05fc3bfc34349c446010f452d2737c
 freq       soil_lyr  soil_depth        jday         mon         day          yr        unit                gis_id    name                 sut        tillagef       cons_bmix tillagef_biomix tillagef_tillmix       till_eff            cdg             ox             cs            no3            nh4       co2_resp      soil_temp           emix
 day              1          10           2           1           2        1975           9                     1 hru0009           0.6954527      4.4364491E-03  9.9999998E-03  4.4364491E-03  0.0000000E+00   1.004436      0.2600692      0.9999998      0.3844529      0.7459052      0.2833543       5.391019       7.151854      0.0000000E+00
 day              2          25           2           1           2        1975           9                     1 hru0009           0.6975832      4.4364491E-03  9.9999998E-03  4.4364491E-03  0.0000000E+00   1.004436      0.2615616      0.9999998      0.3861445       1.505530      2.2357184E-04   5.660719       7.184452      0.0000000E+00
 day              3          50           2           1           2        1975           9                     1 hru0009           0.7090236      4.4364491E-03  9.9999998E-03  4.4364491E-03  0.0000000E+00   1.004436      0.2639434      0.9999993      0.3910663       2.463526      3.7261972E-04   9.553718       7.236426      0.0000000E+00
 day              4         100           2           1           2        1975           9                     1 hru0009           0.7189963      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2683858      0.9999964      0.3953521      0.1173943       4.620620       8.994515       7.333192      0.0000000E+00
 day              5         150           2           1           2        1975           9                     1 hru0009           0.7242731      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2742499      0.9999804      0.4011053      0.2766526       4.240367       9.124191       7.460600      0.0000000E+00
 day              6         200           2           1           2        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2800308      0.9999107      0.4086602      0.1370671       4.304271       3.091562       7.585858      0.0000000E+00
 day              7         300           2           1           2        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2885132      0.9992469      0.4145280      0.4057616       7.632088       6.271204       7.769083      0.0000000E+00
 day              8         450           2           1           2        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3020422      0.9787498      0.4154356      0.7928686       9.584541       9.429228       8.060058      0.0000000E+00
 day              9         600           2           1           2        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3170975      0.5428548      0.2360904      0.5154474       8.416472       5.402483       8.382310      0.0000000E+00
 day             10         750           2           1           2        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3307319      0.2131508      9.4672367E-02  0.2248764       7.462898       2.179966       8.672994      0.0000000E+00
 day             11         900           2           1           2        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3429031      0.2003133      9.0592824E-02  0.1699760       6.532339       1.554356       8.931737      0.0000000E+00
 day             12        1050           2           1           2        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3536452      0.2000076      9.1860466E-02  8.3617568E-02   5.795345      0.7333788       9.159639      0.0000000E+00
 day             13        1200           2           1           2        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3630429      0.2000002      9.3069538E-02  8.7333262E-02   4.972736      0.7430131       9.358747      0.0000000E+00
 day             14        1500           2           1           2        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3748715      0.2000000      9.4573490E-02  0.1849953       7.312197       1.509994       9.609093      0.0000000E+00
 day             15        1800           2           1           2        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3870761      0.2000000      9.6100666E-02  0.1929553       5.361101       1.534328       9.867208      0.0000000E+00
 day             16        2000           2           1           2        1975           9                     1 hru0009           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3947706      0.2000000      9.7051129E-02  0.1315129       2.900004       1.032980       10.02990      0.0000000E+00
 day              1          10           2           1           2        1975          10                     1 hru0010           0.6954528      4.4352612E-03  9.9999998E-03  4.4352612E-03  0.0000000E+00   1.004435      0.2600533      0.9999998      0.3844407      0.6485572      0.2896261       4.774430       7.151506      0.0000000E+00
 day              2          25           2           1           2        1975          10                     1 hru0010           0.6975832      4.4352612E-03  9.9999998E-03  4.4352612E-03  0.0000000E+00   1.004435      0.2615118      0.9999998      0.3861073       1.373262      2.2845938E-04   4.684247       7.183365      0.0000000E+00
 day              3          50           2           1           2        1975          10                     1 hru0010           0.7090236      4.4352612E-03  9.9999998E-03  4.4352612E-03  0.0000000E+00   1.004435      0.2638398      0.9999993      0.3909891       2.247094      3.8076562E-04   7.904912       7.234165      0.0000000E+00
 day              4         100           2           1           2        1975          10                     1 hru0010           0.7189963      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2681823      0.9999964      0.3952022      0.1155414       4.432965       8.853751       7.328765      0.0000000E+00
 day              5         150           2           1           2        1975          10                     1 hru0010           0.7242731      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2739165      0.9999804      0.4008615      0.2722515       4.064091       8.979359       7.453366      0.0000000E+00
 day              6         200           2           1           2        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2795722      0.9999107      0.4083255      0.1369526       4.304386       3.089051       7.575933      0.0000000E+00
 day              7         300           2           1           2        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2878772      0.9992469      0.4140709      0.4053096       7.632540       6.264346       7.755368      0.0000000E+00
 day              8         450           2           1           2        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3011445      0.9787498      0.4148178      0.7916837       9.585727       9.415323       8.040794      0.0000000E+00
 day              9         600           2           1           2        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3159488      0.5428548      0.2356624      0.5145115       8.417409       5.392735       8.357773      0.0000000E+00
 day             10         750           2           1           2        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3294029      0.2131508      9.4481960E-02  0.2244240       7.463350       2.175591       8.644700      0.0000000E+00
 day             11         900           2           1           2        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3414595      0.2003133      9.0401925E-02  0.1730744       6.665825       1.582696       8.901079      0.0000000E+00
 day             12        1050           2           1           2        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3521438      0.2000076      9.1665268E-02  8.7611556E-02   6.085277      0.7684119       9.127809      0.0000000E+00
 day             13        1200           2           1           2        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3615300      0.2000002      9.2875406E-02  9.1508329E-02   5.221547      0.7785367       9.326707      0.0000000E+00
 day             14        1500           2           1           2        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3734048      0.2000000      9.4388291E-02  0.1938636       7.678142       1.582385       9.578062      0.0000000E+00
 day             15        1800           2           1           2        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3857429      0.2000000      9.5935009E-02  0.2022527       5.629473       1.608263       9.839016      0.0000000E+00
 day             16        2000           2           1           2        1975          10                     1 hru0010           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3935769      0.2000000      9.6904293E-02  0.1378790       3.045198       1.082986       10.00466      0.0000000E+00
 day              1          10           2           1           2        1975          11                     1 hru0011           0.6954529      4.4317548E-03  9.9999998E-03  4.4317548E-03  0.0000000E+00   1.004432      0.2600063      0.9999998      0.3844046      0.8063658      0.3269880       5.760880       7.150479      0.0000000E+00
 day              2          25           2           1           2        1975          11                     1 hru0011           0.6975832      4.4317548E-03  9.9999998E-03  4.4317548E-03  0.0000000E+00   1.004432      0.2613648      0.9999998      0.3859974       1.658108      2.5420694E-04   6.245110       7.180156      0.0000000E+00
 day              3          50           2           1           2        1975          11                     1 hru0011           0.7090237      4.4317553E-03  9.9999998E-03  4.4317553E-03  0.0000000E+00   1.004432      0.2635336      0.9999993      0.3907608       2.713194      4.2367820E-04   10.53582       7.227489      0.0000000E+00
 day              4         100           2           1           2        1975          11                     1 hru0011           0.7189963      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2675812      0.9999964      0.3947590      0.1049109       4.885797       8.039079       7.315681      0.0000000E+00
 day              5         150           2           1           2        1975          11                     1 hru0011           0.7242731      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2729307      0.9999804      0.4001395      0.2470233       4.510897       8.147628       7.431969      0.0000000E+00
 day              6         200           2           1           2        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2782144      0.9999107      0.4073327      0.1568845       4.943490       3.538869       7.546536      0.0000000E+00
 day              7         300           2           1           2        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2859907      0.9992469      0.4127119      0.4639090       8.766642       7.170471       7.714663      0.0000000E+00
 day              8         450           2           1           2        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2984701      0.9787498      0.4129718      0.9050921       11.01217       10.76471       7.983370      0.0000000E+00
 day              9         600           2           1           2        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3125046      0.5428548      0.2343744      0.5876231       9.669661       6.159254       8.284158      0.0000000E+00
 day             10         750           2           1           2        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3253888      0.2131508      9.3904532E-02  0.2561495       8.572375       2.483176       8.559196      0.0000000E+00
 day             11         900           2           1           2        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3370651      0.2003133      8.9818336E-02  0.1996505       7.740651       1.825747       8.807706      0.0000000E+00
 day             12        1050           2           1           2        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3475361      0.2000076      9.1063596E-02  0.1025789       7.172628      0.8996969       9.030078      0.0000000E+00
 day             13        1200           2           1           2        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3568481      0.2000002      9.2272080E-02  0.1071488       6.154679      0.9116138       9.227525      0.0000000E+00
 day             14        1500           2           1           2        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3688093      0.2000000      9.3805671E-02  0.2270728       9.050685       1.853472       9.480819      0.0000000E+00
 day             15        1800           2           1           2        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3814986      0.2000000      9.5405780E-02  0.2370555       6.636077       1.885025       9.749264      0.0000000E+00
 day             16        2000           2           1           2        1975          11                     1 hru0011           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3897292      0.2000000      9.6429437E-02  0.1617048       3.589795       1.270140       9.923304      0.0000000E+00
 day              1          10           2           1           2        1975          12                     1 hru0012           0.6954527      4.4347728E-03  9.9999998E-03  4.4347728E-03  0.0000000E+00   1.004435      0.2600467      0.9999998      0.3844357      0.7243980      0.3318045       5.210333       7.151362      0.0000000E+00
 day              2          25           2           1           2        1975          12                     1 hru0012           0.6975832      4.4347728E-03  9.9999998E-03  4.4347728E-03  0.0000000E+00   1.004435      0.2614913      0.9999998      0.3860920       1.546187      2.6170124E-04   5.374277       7.182918      0.0000000E+00
 day              3          50           2           1           2        1975          12                     1 hru0012           0.7090237      4.4347723E-03  9.9999998E-03  4.4347723E-03  0.0000000E+00   1.004435      0.2637971      0.9999993      0.3909573       2.530054      4.3616869E-04   9.068997       7.233234      0.0000000E+00
 day              4         100           2           1           2        1975          12                     1 hru0012           0.7189963      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2680986      0.9999964      0.3951405      0.1076719       4.693503       8.249466       7.326942      0.0000000E+00
 day              5         150           2           1           2        1975          12                     1 hru0012           0.7242731      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2737792      0.9999804      0.4007610      0.2536502       4.323587       8.365716       7.450387      0.0000000E+00
 day              6         200           2           1           2        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2793832      0.9999107      0.4081874      0.1395550       4.387748       3.147784       7.571842      0.0000000E+00
 day              7         300           2           1           2        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.2876150      0.9992469      0.4138823      0.4129642       7.780456       6.382707       7.749712      0.0000000E+00
 day              8         450           2           1           2        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3007738      0.9787498      0.4145624      0.8065073       9.771752       9.591695       8.032839      0.0000000E+00
 day              9         600           2           1           2        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3154733      0.5428548      0.2354850      0.5240743       8.580718       5.492991       8.347615      0.0000000E+00
 day             10         750           2           1           2        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3288514      0.2131508      9.4402835E-02  0.2285759       7.607991       2.215845       8.632957      0.0000000E+00
 day             11         900           2           1           2        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3408588      0.2003133      9.0322368E-02  0.1748649       6.740875       1.599073       8.888319      0.0000000E+00
 day             12        1050           2           1           2        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3515172      0.2000076      9.1583684E-02  8.7533534E-02   6.085355      0.7677292       9.114523      0.0000000E+00
 day             13        1200           2           1           2        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3608967      0.2000002      9.2794038E-02  9.1428161E-02   5.221626      0.7778559       9.313296      0.0000000E+00
 day             14        1500           2           1           2        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3727881      0.2000000      9.4310328E-02  0.1937035       7.678303       1.581081       9.565016      0.0000000E+00
 day             15        1800           2           1           2        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3851793      0.2000000      9.5864907E-02  0.2021049       5.629620       1.607090       9.827098      0.0000000E+00
 day             16        2000           2           1           2        1975          12                     1 hru0012           0.7363961      0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00   1.000000      0.3930702      0.2000000      9.6841887E-02  0.1377903       3.045287       1.082290       9.993944      0.0000000E+00
