unit_name,unit_kind,source_file,start_line,parent_unit,reachable_from_main,depth_from_main,first_path_from_main,called_by_known,called_by_reachable_from_main,calls_known_local,calls_known_local_count,calls_unresolved_or_external,calls_ambiguous_local_names,raw_call_sites
ero_ysed,subroutine,SWATPLUS/swatplus/src/ero_ysed.f90,1,,yes,4,main > command > hru_control > surface > ero_ysed,surface,surface,,0,,,
sq_crackflow,subroutine,SWATPLUS/swatplus/src/sq_crackflow.f90,1,,yes,4,main > command > hru_control > surface > sq_crackflow,surface,surface,,0,,,
sq_dailycn,subroutine,SWATPLUS/swatplus/src/sq_dailycn.f90,1,,yes,4,main > command > hru_control > surface > sq_dailycn,surface,surface,,0,,,
sq_volq,subroutine,SWATPLUS/swatplus/src/sq_volq.f90,1,,yes,4,main > command > hru_control > surface > sq_volq,surface,surface,sq_daycn;sq_greenampt,2,,,sq_daycn:24;sq_greenampt:26
gwflow_soil,subroutine,SWATPLUS/swatplus/src/gwflow_soil.f90,1,,yes,4,main > command > hru_control > swr_percmain > gwflow_soil,swr_percmain,swr_percmain,,0,,,
swr_drains,subroutine,SWATPLUS/swatplus/src/swr_drains.f90,1,,yes,4,main > command > hru_control > swr_percmain > swr_drains,swr_percmain,swr_percmain,swr_depstor,1,,,swr_depstor:172
swr_origtile,subroutine,SWATPLUS/swatplus/src/swr_origtile.f90,1,,yes,4,main > command > hru_control > swr_percmain > swr_origtile,swr_percmain,swr_percmain,,0,,,
swr_percmacro,subroutine,SWATPLUS/swatplus/src/swr_percmacro.f90,1,,yes,4,main > command > hru_control > swr_percmain > swr_percmacro,swr_percmain,swr_percmain,,0,,,
swr_percmicro,subroutine,SWATPLUS/swatplus/src/swr_percmicro.f90,1,,yes,4,main > command > hru_control > swr_percmain > swr_percmicro,swr_percmain,swr_percmain,,0,,,
swr_satexcess,subroutine,SWATPLUS/swatplus/src/swr_satexcess.f90,1,,yes,4,main > command > hru_control > swr_percmain > swr_satexcess,swr_percmain,swr_percmain,,0,,,
gwflow_wetland,subroutine,SWATPLUS/swatplus/src/gwflow_wetland.f90,1,,yes,4,main > command > hru_control > wetland_control > gwflow_wetland,wetland_control,wetland_control,,0,,,
res_weir_release,subroutine,SWATPLUS/swatplus/src/res_weir_release.f90,1,,yes,4,main > command > hru_control > wetland_control > res_weir_release,wetland_control,wetland_control,,0,,,
wet_cs,subroutine,SWATPLUS/swatplus/src/wet_cs.f90,1,,yes,4,main > command > hru_control > wetland_control > wet_cs,wetland_control,wetland_control,,0,,,
wet_salt,subroutine,SWATPLUS/swatplus/src/wet_salt.f90,1,,yes,4,main > command > hru_control > wetland_control > wet_salt,wetland_control,wetland_control,,0,,,
cond_integer_c,subroutine,SWATPLUS/swatplus/src/cond_integer_c.f90,1,,yes,4,main > command > res_control > res_rel_conds > cond_integer_c,res_rel_conds,res_rel_conds,,0,,,
cond_real_c,subroutine,SWATPLUS/swatplus/src/cond_real_c.f90,1,,yes,4,main > command > res_control > res_rel_conds > cond_real_c,res_rel_conds,res_rel_conds,,0,,,
chrc_interp,subroutine,SWATPLUS/swatplus/src/sd_channel_module.f90,757,sd_channel_module,yes,4,main > command > sd_channel_control3 > rcurv_interp_flo > chrc_interp,ch_rthr;rcurv_interp_dep;rcurv_interp_flo,rcurv_interp_dep;rcurv_interp_flo,,0,,,
gwflow_floodplain,subroutine,SWATPLUS/swatplus/src/gwflow_floodplain.f90,1,,yes,4,main > command > sd_channel_control3 > sd_channel_sediment3 > gwflow_floodplain,sd_channel_sediment3,sd_channel_sediment3,,0,,,
cb_write_var_block,subroutine,SWATPLUS/swatplus/src/carbon_module.f90,693,carbon_module,yes,4,main > command > soil_carbvar_write > cv_drv_blocks > cb_write_var_block,cb_cbn_lyr_emit;cb_cflux_emit_blocks;cb_cpool_stat_emit;cb_n_p_pool_emit;cb_soil_snap_emit;cv_drv_blocks;cv_dyn_blocks,cb_cbn_lyr_emit;cb_cflux_emit_blocks;cb_cpool_stat_emit;cb_n_p_pool_emit;cb_soil_snap_emit;cv_drv_blocks;cv_dyn_blocks,,0,,,
cb_emit_row_id_csv,subroutine,SWATPLUS/swatplus/src/soil_nutcarb_write.f90,333,soil_nutcarb_write,yes,4,main > command > soil_nutcarb_write > cb_cbn_lyr_emit > cb_emit_row_id_csv,cb_cbn_lyr_emit;cb_cflux_stat_emit;cb_cpool_stat_emit;cb_n_p_pool_emit;cb_soil_snap_emit,cb_cbn_lyr_emit;cb_cflux_stat_emit;cb_cpool_stat_emit;cb_n_p_pool_emit;cb_soil_snap_emit,,0,,,
cb_emit_row_id_txt,subroutine,SWATPLUS/swatplus/src/soil_nutcarb_write.f90,327,soil_nutcarb_write,yes,4,main > command > soil_nutcarb_write > cb_cbn_lyr_emit > cb_emit_row_id_txt,cb_cbn_lyr_emit;cb_cflux_stat_emit;cb_n_p_pool_emit;cb_soil_snap_emit,cb_cbn_lyr_emit;cb_cflux_stat_emit;cb_n_p_pool_emit;cb_soil_snap_emit,,0,,,
cb_cflux_emit_blocks,subroutine,SWATPLUS/swatplus/src/soil_nutcarb_write.f90,503,soil_nutcarb_write,yes,4,main > command > soil_nutcarb_write > cb_cflux_stat_emit > cb_cflux_emit_blocks,cb_cflux_stat_emit,cb_cflux_stat_emit,cb_write_var_block,1,,,cb_write_var_block:512;cb_write_var_block:514;cb_write_var_block:516;cb_write_var_block:518;cb_write_var_block:520;cb_write_var_block:522;cb_write_var_block:524;cb_write_var_block:526;cb_write_var_block:528;cb_write_var_block:530;cb_write_var_block:532;cb_write_var_block:534;cb_write_var_block:536;cb_write_var_block:538;cb_write_var_block:540;cb_write_var_block:542;cb_write_var_block:544;cb_write_var_block:546;cb_write_var_block:548;cb_write_var_block:550;cb_write_var_block:552;cb_write_var_block:554;cb_write_var_block:556;cb_write_var_block:558;cb_write_var_block:560;cb_write_var_block:562;cb_write_var_block:564;cb_write_var_block:566;cb_write_var_block:568;cb_write_var_block:570;cb_write_var_block:572;cb_write_var_block:574;cb_write_var_block:576;cb_write_var_block:578;cb_write_var_block:580;cb_write_var_block:582;cb_write_var_block:584
hyd_min,subroutine,SWATPLUS/swatplus/src/hydrograph_module.f90,1252,hydrograph_module,yes,4,main > command > wallo_control > wallo_treatment > hyd_min,wallo_treatment,wallo_treatment,,0,,,
hydcsout_conc_mass,subroutine,SWATPLUS/swatplus/src/constituent_mass_module.f90,670,constituent_mass_module,yes,4,main > command > wallo_control > wallo_treatment > hydcsout_conc_mass,wallo_treatment;wallo_use,wallo_treatment;wallo_use,,0,,,
gwflow_pump_allo,subroutine,SWATPLUS/swatplus/src/gwflow_pump_allo.f90,1,,yes,4,main > command > wallo_control > wallo_withdraw > gwflow_pump_allo,wallo_withdraw,wallo_withdraw,,0,,,
gwflow_write_celldef,subroutine,SWATPLUS/swatplus/src/gwflow_output.f90,2189,,yes,4,main > hyd_connect > gwflow_read > gwflow_output_init > gwflow_write_celldef,gwflow_output_init,gwflow_output_init,,0,,,
soil_awc_init,subroutine,SWATPLUS/swatplus/src/soil_awc_init.f90,1,,yes,4,main > proc_cal > cal_conditions > cal_parm_select > soil_awc_init,cal_parm_select,cal_parm_select,,0,,,
soil_text_init,subroutine,SWATPLUS/swatplus/src/soil_text_init.f90,1,,yes,4,main > proc_cal > cal_conditions > cal_parm_select > soil_text_init,cal_parm_select,cal_parm_select,,0,,,
zero0,subroutine,SWATPLUS/swatplus/src/zero0.f90,1,,yes,4,main > proc_hru > hru_read > allocate_parms > zero0,allocate_parms,allocate_parms,,0,,,
zero1,subroutine,SWATPLUS/swatplus/src/zero1.f90,1,,yes,4,main > proc_hru > hru_read > allocate_parms > zero1,allocate_parms,allocate_parms,,0,,,
zero2,subroutine,SWATPLUS/swatplus/src/zero2.f90,1,,yes,4,main > proc_hru > hru_read > allocate_parms > zero2,allocate_parms,allocate_parms,,0,,,
zeroini,subroutine,SWATPLUS/swatplus/src/zeroini.f90,1,,yes,4,main > proc_hru > hru_read > allocate_parms > zeroini,allocate_parms,allocate_parms,,0,,,
pl_rootfr,subroutine,SWATPLUS/swatplus/src/pl_rootfr.f90,1,,yes,4,main > proc_hru > plant_all_init > plant_init > pl_rootfr,mgt_harvtuber;mgt_killop;pl_root_gro;plant_init,mgt_harvtuber;mgt_killop;pl_root_gro;plant_init,,0,,,
cb_write_cbn_lyr_header,subroutine,SWATPLUS/swatplus/src/carbon_module.f90,618,carbon_module,yes,4,main > proc_open > output_landscape_init > open_cb_banner_pair > cb_write_cbn_lyr_header,open_cb_banner_pair,open_cb_banner_pair,,0,,,
cb_write_flat_header,subroutine,SWATPLUS/swatplus/src/carbon_module.f90,552,carbon_module,yes,4,main > proc_open > output_landscape_init > open_cb_flat_pair > cb_write_flat_header,open_cb_flat_pair,open_cb_flat_pair,,0,,,
cb_write_wide_header,subroutine,SWATPLUS/swatplus/src/carbon_module.f90,578,carbon_module,yes,4,main > proc_open > output_landscape_init > open_cb_wide_pair > cb_write_wide_header,open_cb_wide_pair,open_cb_wide_pair,,0,,,
plg_zero,subroutine,SWATPLUS/swatplus/src/plant_module.f90,152,plant_module,yes,4,main > time_control > actions > mgt_killop > plg_zero,mgt_killop,mgt_killop,,0,,,
gwflow_chem,subroutine,SWATPLUS/swatplus/src/gwflow_chem.f90,1,,yes,5,main > command > gwflow_simulate > gwflow_lateral > gwflow_solute > gwflow_chem,gwflow_solute,gwflow_solute,gwflow_minl,1,,,gwflow_minl:62
cs_fert_wet,subroutine,SWATPLUS/swatplus/src/cs_fert_wet.f90,1,,yes,5,main > command > hru_control > mgt_operatn > mgt_sched > cs_fert_wet,mgt_sched,mgt_sched,,0,,,
mgt_plantop,subroutine,SWATPLUS/swatplus/src/mgt_plantop.f90,1,,yes,5,main > command > hru_control > mgt_operatn > mgt_sched > mgt_plantop,mgt_sched,mgt_sched,,0,,,
salt_fert_wet,subroutine,SWATPLUS/swatplus/src/salt_fert_wet.f90,1,,yes,5,main > command > hru_control > mgt_operatn > mgt_sched > salt_fert_wet,mgt_sched,mgt_sched,,0,,,
salt_chem_soil_single,subroutine,SWATPLUS/swatplus/src/salt_chem_soil_single.f90,1,,yes,5,main > command > hru_control > pl_community > pl_waterup > salt_chem_soil_single,pl_waterup,pl_waterup,activity_coefficient;caco3;caso4;ionic_strength;mgco3;mgso4;nacl,7,,,ionic_strength:87;activity_coefficient:100;caco3:140;mgco3:141;caso4:142;mgso4:143;nacl:144
cs_uptake,subroutine,SWATPLUS/swatplus/src/cs_uptake.f90,1,,yes,5,main > command > hru_control > pl_grow > pl_biomass_gro > cs_uptake,pl_biomass_gro,pl_biomass_gro,,0,,,
pl_nup,subroutine,SWATPLUS/swatplus/src/pl_nup.f90,1,,yes,5,main > command > hru_control > pl_grow > pl_biomass_gro > pl_nup,pl_biomass_gro,pl_biomass_gro,nuts;pl_nfix,2,,,pl_nfix:92;nuts:107
pl_pup,subroutine,SWATPLUS/swatplus/src/pl_pup.f90,1,,yes,5,main > command > hru_control > pl_grow > pl_biomass_gro > pl_pup,pl_biomass_gro,pl_biomass_gro,nuts,1,,,nuts:84
pl_tstr,subroutine,SWATPLUS/swatplus/src/pl_tstr.f90,1,,yes,5,main > command > hru_control > pl_grow > pl_biomass_gro > pl_tstr,pl_biomass_gro,pl_biomass_gro,,0,,,
salt_uptake,subroutine,SWATPLUS/swatplus/src/salt_uptake.f90,1,,yes,5,main > command > hru_control > pl_grow > pl_biomass_gro > salt_uptake,pl_biomass_gro,pl_biomass_gro,,0,,,
pl_nupd,subroutine,SWATPLUS/swatplus/src/pl_nupd.f90,1,,yes,5,main > command > hru_control > pl_grow > pl_nut_demand > pl_nupd,pl_nut_demand,pl_nut_demand,,0,,,
pl_pupd,subroutine,SWATPLUS/swatplus/src/pl_pupd.f90,1,,yes,5,main > command > hru_control > pl_grow > pl_nut_demand > pl_pupd,pl_nut_demand,pl_nut_demand,,0,,,
sq_daycn,subroutine,SWATPLUS/swatplus/src/sq_daycn.f90,1,,yes,5,main > command > hru_control > surface > sq_volq > sq_daycn,sq_volq,sq_volq,,0,,,
sq_greenampt,subroutine,SWATPLUS/swatplus/src/sq_greenampt.f90,1,,yes,5,main > command > hru_control > surface > sq_volq > sq_greenampt,sq_volq,sq_volq,,0,,,
swr_depstor,subroutine,SWATPLUS/swatplus/src/swr_depstor.f90,1,,yes,5,main > command > hru_control > swr_percmain > swr_drains > swr_depstor,swr_drains,swr_drains,,0,,,
gwflow_minl,subroutine,SWATPLUS/swatplus/src/gwflow_chem.f90,177,,yes,6,main > command > gwflow_simulate > gwflow_lateral > gwflow_solute > gwflow_chem > gwflow_minl,gwflow_chem,gwflow_chem,,0,,,
nuts,subroutine,SWATPLUS/swatplus/src/nuts.f90,1,,yes,6,main > command > hru_control > pl_grow > pl_biomass_gro > pl_nup > nuts,pl_nup;pl_pup,pl_nup;pl_pup,,0,,,
pl_nfix,subroutine,SWATPLUS/swatplus/src/pl_nfix.f90,1,,yes,6,main > command > hru_control > pl_grow > pl_biomass_gro > pl_nup > pl_nfix,pl_nup,pl_nup,,0,,,
aqu_pesticide_module,module,SWATPLUS/swatplus/src/aqu_pesticide_module.f90,1,,no,,,,,,0,,,
aqupest_add,function,SWATPLUS/swatplus/src/aqu_pesticide_module.f90,72,aqu_pesticide_module,no,,,,,,0,,,
aqupest_add_all,function,SWATPLUS/swatplus/src/aqu_pesticide_module.f90,87,aqu_pesticide_module,no,,,,,,0,,,
aqupest_div,function,SWATPLUS/swatplus/src/aqu_pesticide_module.f90,102,aqu_pesticide_module,no,,,,,,0,,,
aqupest_ave,function,SWATPLUS/swatplus/src/aqu_pesticide_module.f90,117,aqu_pesticide_module,no,,,,,,0,,,
aquifer_module,module,SWATPLUS/swatplus/src/aquifer_module.f90,1,,no,,,,,,0,,,
aqu_add,function,SWATPLUS/swatplus/src/aquifer_module.f90,174,aquifer_module,no,,,,,,0,,,
aqu_div,function,SWATPLUS/swatplus/src/aquifer_module.f90,197,aquifer_module,no,,,,,,0,,,
aqu_mult,function,SWATPLUS/swatplus/src/aquifer_module.f90,220,aquifer_module,no,,,,,,0,,,
atri,function,SWATPLUS/swatplus/src/atri.f90,1,,no,,,,,,0,,,
aunif,function,SWATPLUS/swatplus/src/aunif.f90,1,,no,,,,,,0,,,
basin_module,module,SWATPLUS/swatplus/src/basin_module.f90,1,,no,,,,,,0,,,
print_prt_error,function,SWATPLUS/swatplus/src/basin_module.f90,442,basin_module,no,,,,,,0,,,
calibration_data_module,module,SWATPLUS/swatplus/src/calibration_data_module.f90,1,,no,,,,,,0,,,
carbon_legacy_module,module,SWATPLUS/swatplus/src/carbon_legacy_module.f90,1,,no,,,,,,0,,,
carbon_module,module,SWATPLUS/swatplus/src/carbon_module.f90,1,,no,,,,,,0,,,
carbon_soil_flux__add,function,SWATPLUS/swatplus/src/carbon_module.f90,376,carbon_module,no,,,,,,0,,,
carbon_soil_flux_mult,function,SWATPLUS/swatplus/src/carbon_module.f90,395,carbon_module,no,,,,,,0,,,
carbon_soil_flux_div,function,SWATPLUS/swatplus/src/carbon_module.f90,414,carbon_module,no,,,,,,0,,,
carbon_soil_gl__add,function,SWATPLUS/swatplus/src/carbon_module.f90,433,carbon_module,no,,,,,,0,,,
carbon_soil_gl_mult,function,SWATPLUS/swatplus/src/carbon_module.f90,448,carbon_module,no,,,,,,0,,,
carbon_soil_gl_div,function,SWATPLUS/swatplus/src/carbon_module.f90,463,carbon_module,no,,,,,,0,,,
carbon_residue_gl__add,function,SWATPLUS/swatplus/src/carbon_module.f90,478,carbon_module,no,,,,,,0,,,
carbon_residue_gl_mult,function,SWATPLUS/swatplus/src/carbon_module.f90,490,carbon_module,no,,,,,,0,,,
carbon_residue_gl_div,function,SWATPLUS/swatplus/src/carbon_module.f90,502,carbon_module,no,,,,,,0,,,
carbon_plant_gl__add,function,SWATPLUS/swatplus/src/carbon_module.f90,514,carbon_module,no,,,,,,0,,,
carbon_plant_gl_mult,function,SWATPLUS/swatplus/src/carbon_module.f90,526,carbon_module,no,,,,,,0,,,
carbon_plant_gl_div,function,SWATPLUS/swatplus/src/carbon_module.f90,538,carbon_module,no,,,,,,0,,,
cbn_rsd_decomp,subroutine,SWATPLUS/swatplus/src/cbn_rsd_decomp.f90,1,,no,,,,,,0,,,
ch_cs_module,module,SWATPLUS/swatplus/src/ch_cs_module.f90,1,,no,,,,,,0,,,
ch_pesticide_module,module,SWATPLUS/swatplus/src/ch_pesticide_module.f90,1,,no,,,,,,0,,,
chpest_add,function,SWATPLUS/swatplus/src/ch_pesticide_module.f90,82,ch_pesticide_module,no,,,,,,0,,,
chpest_div,function,SWATPLUS/swatplus/src/ch_pesticide_module.f90,102,ch_pesticide_module,no,,,,,,0,,,
chpest_ave,function,SWATPLUS/swatplus/src/ch_pesticide_module.f90,122,ch_pesticide_module,no,,,,,,0,,,
ch_rchinit,subroutine,SWATPLUS/swatplus/src/ch_rchinit.f90,1,,no,,,,,,0,,,
ch_rtday,subroutine,SWATPLUS/swatplus/src/ch_rtday.f90,1,,no,,,,,,0,,,
ch_rthr,subroutine,SWATPLUS/swatplus/src/ch_rthr.f90,1,,no,,,,,chrc_interp,1,,,chrc_interp:108
ch_salt_module,module,SWATPLUS/swatplus/src/ch_salt_module.f90,1,,no,,,,,,0,,,
channel_data_module,module,SWATPLUS/swatplus/src/channel_data_module.f90,1,,no,,,,,,0,,,
channel_module,module,SWATPLUS/swatplus/src/channel_module.f90,1,,no,,,,,,0,,,
ch_add,function,SWATPLUS/swatplus/src/channel_module.f90,356,channel_module,no,,,,,,0,,,
ch_div,function,SWATPLUS/swatplus/src/channel_module.f90,420,channel_module,no,,,,,,0,,,
ch_mult,function,SWATPLUS/swatplus/src/channel_module.f90,484,channel_module,no,,,,,,0,,,
channel_surf_link,subroutine,SWATPLUS/swatplus/src/channel_surf_link.f90,1,,no,,,,,,0,,,
channel_velocity_module,module,SWATPLUS/swatplus/src/channel_velocity_module.f90,1,,no,,,,,,0,,,
chg_par,function,SWATPLUS/swatplus/src/chg_par.f90,1,,no,,,,,,0,,,
cli_dstn1,function,SWATPLUS/swatplus/src/cli_dstn1.f90,1,,no,,,,,,0,,,
climate_module,module,SWATPLUS/swatplus/src/climate_module.f90,1,,no,,,,,,0,,,
conditional_module,module,SWATPLUS/swatplus/src/conditional_module.f90,1,,no,,,,,,0,,,
constituent_mass_module,module,SWATPLUS/swatplus/src/constituent_mass_module.f90,1,,no,,,,,,0,,,
hydcsout_add,function,SWATPLUS/swatplus/src/constituent_mass_module.f90,603,constituent_mass_module,no,,,,,,0,,,
hydcsout_mult_const,function,SWATPLUS/swatplus/src/constituent_mass_module.f90,636,constituent_mass_module,no,,,,,,0,,,
cs_aquifer,module,SWATPLUS/swatplus/src/cs_aquifer.f90,2,,no,,,,,,0,,,
cs_data_module,module,SWATPLUS/swatplus/src/cs_data_module.f90,2,,no,,,,,,0,,,
cs_module,module,SWATPLUS/swatplus/src/cs_module.f90,2,,no,,,,,,0,,,
dr_module,module,SWATPLUS/swatplus/src/dr_module.f90,1,,no,,,,,,0,,,
ee,function,SWATPLUS/swatplus/src/ee.f90,1,,no,,,,,,0,,,
hru_erfc,function,SWATPLUS/swatplus/src/erfc.f90,1,,no,,,,,,0,,,
erosion_module,module,SWATPLUS/swatplus/src/erosion_module.f90,1,,no,,,,,,0,,,
ero_add,function,SWATPLUS/swatplus/src/erosion_module.f90,83,erosion_module,no,,,,,,0,,,
ero_divide,function,SWATPLUS/swatplus/src/erosion_module.f90,104,erosion_module,no,,,,,,0,,,
exco_module,module,SWATPLUS/swatplus/src/exco_module.f90,1,,no,,,,,,0,,,
fcgd,function,SWATPLUS/swatplus/src/fcgd.f90,1,,no,,,,,,0,,,
fertilizer_data_module,module,SWATPLUS/swatplus/src/fertilizer_data_module.f90,1,,no,,,,,,0,,,
gwflow_module,module,SWATPLUS/swatplus/src/gwflow_module.f90,1,,no,,,,,,0,,,
hcsin_output,subroutine,SWATPLUS/swatplus/src/hcsin_output.f90,1,,no,,,,,,0,,,
hcsout_output,subroutine,SWATPLUS/swatplus/src/hcsout_output.f90,1,,no,,,,,,0,,,
header_cs,subroutine,SWATPLUS/swatplus/src/header_cs.f90,1,,no,,,,,open_output_file,1,,,open_output_file:17;open_output_file:22;open_output_file:30;open_output_file:35;open_output_file:43;open_output_file:48;open_output_file:56;open_output_file:61;open_output_file:72;open_output_file:77;open_output_file:86;open_output_file:91;open_output_file:99;open_output_file:104;open_output_file:112;open_output_file:117;open_output_file:129;open_output_file:134;open_output_file:142;open_output_file:147;open_output_file:155;open_output_file:160;open_output_file:168;open_output_file:173;open_output_file:184;open_output_file:189;open_output_file:197;open_output_file:202;open_output_file:210;open_output_file:215;open_output_file:223;open_output_file:228;open_output_file:239;open_output_file:244;open_output_file:252;open_output_file:257;open_output_file:265;open_output_file:270;open_output_file:278;open_output_file:283;open_output_file:294;open_output_file:299;open_output_file:307;open_output_file:312;open_output_file:320;open_output_file:325;open_output_file:333;open_output_file:338;open_output_file:350;open_output_file:355;open_output_file:363;open_output_file:368;open_output_file:376;open_output_file:381;open_output_file:389;open_output_file:394;open_output_file:405;open_output_file:410;open_output_file:418;open_output_file:423;open_output_file:431;open_output_file:436;open_output_file:444;open_output_file:449
header_snutc,subroutine,SWATPLUS/swatplus/src/header_snutc.f90,1,,no,,,,,open_output_file,1,,,open_output_file:11;open_output_file:19;open_output_file:27
hru_lte_module,module,SWATPLUS/swatplus/src/hru_lte_module.f90,1,,no,,,,,,0,,,
hru_module,module,SWATPLUS/swatplus/src/hru_module.f90,1,,no,,,,,,0,,,
hydrograph_module,module,SWATPLUS/swatplus/src/hydrograph_module.f90,1,,no,,,,,,0,,,
hydout_add,function,SWATPLUS/swatplus/src/hydrograph_module.f90,1328,hydrograph_module,no,,,,,,0,,,
hydout_subtract,function,SWATPLUS/swatplus/src/hydrograph_module.f90,1357,hydrograph_module,no,,,,,,0,,,
hydout_mult,function,SWATPLUS/swatplus/src/hydrograph_module.f90,1382,hydrograph_module,no,,,,,,0,,,
hydout_add_const,function,SWATPLUS/swatplus/src/hydrograph_module.f90,1407,hydrograph_module,no,,,,,,0,,,
hydout_mult_const,function,SWATPLUS/swatplus/src/hydrograph_module.f90,1431,hydrograph_module,no,,,,,,0,,,
hydout_div_const,function,SWATPLUS/swatplus/src/hydrograph_module.f90,1456,hydrograph_module,no,,,,,,0,,,
hydout_div_conv,function,SWATPLUS/swatplus/src/hydrograph_module.f90,1481,hydrograph_module,no,,,,,,0,,,
hydrology_data_module,module,SWATPLUS/swatplus/src/hydrology_data_module.f90,1,,no,,,,,,0,,,
icl,function,SWATPLUS/swatplus/src/icl.f90,1,,no,,,,,,0,,,
input_file_module,module,SWATPLUS/swatplus/src/input_file_module.f90,1,,no,,,,,,0,,,
jdt,function,SWATPLUS/swatplus/src/jdt.f90,1,,no,,,,,,0,,,
landuse_data_module,module,SWATPLUS/swatplus/src/landuse_data_module.f90,1,,no,,,,,,0,,,
lsreg_output,subroutine,SWATPLUS/swatplus/src/lsreg_output.f90,1,,no,,,,,,0,,,
manure_allocation_module,module,SWATPLUS/swatplus/src/manure_allocation_module.f90,1,,no,,,,,,0,,,
mallout_add,function,SWATPLUS/swatplus/src/manure_allocation_module.f90,133,manure_allocation_module,no,,,,,,0,,,
mallo_div_const,function,SWATPLUS/swatplus/src/manure_allocation_module.f90,142,manure_allocation_module,no,,,,,,0,,,
manure_parm_read,subroutine,SWATPLUS/swatplus/src/manure_parm_read.f90,1,,no,,,,,,0,,,
maximum_data_module,module,SWATPLUS/swatplus/src/maximum_data_module.f90,1,,no,,,,,,0,,,
mgt_operations_module,module,SWATPLUS/swatplus/src/mgt_operations_module.f90,1,,no,,,,,,0,,,
nut_denit,subroutine,SWATPLUS/swatplus/src/nut_denit.f90,1,,no,,,,,,0,,,
nut_orgnc,subroutine,SWATPLUS/swatplus/src/nut_orgnc.f90,1,,no,,,,,,0,,,
organic_mineral_mass_module,module,SWATPLUS/swatplus/src/organic_mineral_mass_module.f90,1,,no,,,,,,0,,,
nmin_add,function,SWATPLUS/swatplus/src/organic_mineral_mass_module.f90,364,organic_mineral_mass_module,no,,,,,,0,,,
nmin_mult_const,function,SWATPLUS/swatplus/src/organic_mineral_mass_module.f90,373,organic_mineral_mass_module,no,,,,,,0,,,
pmin_add,function,SWATPLUS/swatplus/src/organic_mineral_mass_module.f90,381,organic_mineral_mass_module,no,,,,,,0,,,
pmin_mult_const,function,SWATPLUS/swatplus/src/organic_mineral_mass_module.f90,392,organic_mineral_mass_module,no,,,,,,0,,,
om_add1,function,SWATPLUS/swatplus/src/organic_mineral_mass_module.f90,403,organic_mineral_mass_module,no,,,,,,0,,,
om_subtract,function,SWATPLUS/swatplus/src/organic_mineral_mass_module.f90,414,organic_mineral_mass_module,no,,,,,,0,,,
om_mult_const,function,SWATPLUS/swatplus/src/organic_mineral_mass_module.f90,425,organic_mineral_mass_module,no,,,,,,0,,,
om_divide,function,SWATPLUS/swatplus/src/organic_mineral_mass_module.f90,436,organic_mineral_mass_module,no,,,,,,0,,,
org_flux_add1,function,SWATPLUS/swatplus/src/organic_mineral_mass_module.f90,447,organic_mineral_mass_module,no,,,,,,0,,,
output_landscape_module,module,SWATPLUS/swatplus/src/output_landscape_module.f90,1,,no,,,,,,0,,,
hruout_waterbal_add,function,SWATPLUS/swatplus/src/output_landscape_module.f90,930,output_landscape_module,no,,,,,,0,,,
hruout_nutbal_add,function,SWATPLUS/swatplus/src/output_landscape_module.f90,978,output_landscape_module,no,,,,,,0,,,
hruout_losses_add,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1003,output_landscape_module,no,,,,,,0,,,
hruout_nut_cycling_add,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1022,output_landscape_module,no,,,,,,0,,,
hruout_nut_cycling_mult,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1036,output_landscape_module,no,,,,,,0,,,
hruout_nut_cycling_div,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1050,output_landscape_module,no,,,,,,0,,,
hruout_plantweather_add,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1064,output_landscape_module,no,,,,,,0,,,
hruout_waterbal_div,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1094,output_landscape_module,no,,,,,,0,,,
hruout_waterbal_ave,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1138,output_landscape_module,no,,,,,,0,,,
hruout_waterbal_mult,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1186,output_landscape_module,no,,,,,,0,,,
hruout_nutbal_div,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1230,output_landscape_module,no,,,,,,0,,,
hruout_nutbal_mult,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1255,output_landscape_module,no,,,,,,0,,,
hruout_losses_div,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1288,output_landscape_module,no,,,,,,0,,,
hruout_losses_mult,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1306,output_landscape_module,no,,,,,,0,,,
hruout_plantweather_div,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1324,output_landscape_module,no,,,,,,0,,,
hruout_plantweather_ave,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1355,output_landscape_module,no,,,,,,0,,,
hruout_plantweather_mult,function,SWATPLUS/swatplus/src/output_landscape_module.f90,1386,output_landscape_module,no,,,,,,0,,,
output_ls_pathogen_module,module,SWATPLUS/swatplus/src/output_ls_pathogen_module.f90,1,,no,,,,,,0,,,
hruout_pathbal_add,function,SWATPLUS/swatplus/src/output_ls_pathogen_module.f90,74,output_ls_pathogen_module,no,,,,,,0,,,
