unit_name,unit_kind,source_file,start_line,parent_unit,reachable_from_main,depth_from_main,first_path_from_main,called_by_known,called_by_reachable_from_main,calls_known_local,calls_known_local_count,calls_unresolved_or_external,calls_ambiguous_local_names,raw_call_sites
mgt_read_fireops,subroutine,SWATPLUS/swatplus/src/mgt_read_fireops.f90,1,,yes,2,main > proc_db > mgt_read_fireops,proc_db,proc_db,,0,,,
mgt_read_grazeops,subroutine,SWATPLUS/swatplus/src/mgt_read_grazeops.f90,1,,yes,2,main > proc_db > mgt_read_grazeops,proc_db,proc_db,,0,,,
mgt_read_harvops,subroutine,SWATPLUS/swatplus/src/mgt_read_harvops.f90,1,,yes,2,main > proc_db > mgt_read_harvops,proc_db,proc_db,,0,,,
mgt_read_irrops,subroutine,SWATPLUS/swatplus/src/mgt_read_irrops.f90,1,,yes,2,main > proc_db > mgt_read_irrops,proc_db,proc_db,,0,,,
mgt_read_mgtops,subroutine,SWATPLUS/swatplus/src/mgt_read_mgtops.f90,1,,yes,2,main > proc_db > mgt_read_mgtops,proc_db,proc_db,read_mgtops,1,,,read_mgtops:91
mgt_read_puddle,subroutine,SWATPLUS/swatplus/src/mgt_read_puddle.f90,1,,yes,2,main > proc_db > mgt_read_puddle,proc_db,proc_db,,0,,,
mgt_read_sweepops,subroutine,SWATPLUS/swatplus/src/mgt_read_sweepops.f90,1,,yes,2,main > proc_db > mgt_read_sweepops,proc_db,proc_db,,0,,,
overland_n_read,subroutine,SWATPLUS/swatplus/src/overland_n_read.f90,1,,yes,2,main > proc_db > overland_n_read,proc_db,proc_db,,0,,,
path_parm_read,subroutine,SWATPLUS/swatplus/src/path_parm_read.f90,1,,yes,2,main > proc_db > path_parm_read,proc_db,proc_db,,0,,,
pest_parm_read,subroutine,SWATPLUS/swatplus/src/pest_parm_read.f90,1,,yes,2,main > proc_db > pest_parm_read,proc_db,proc_db,,0,,,
plant_parm_read,subroutine,SWATPLUS/swatplus/src/plant_parm_read.f90,1,,yes,2,main > proc_db > plant_parm_read,proc_db,proc_db,,0,,,
plant_transplant_read,subroutine,SWATPLUS/swatplus/src/plant_transplant_read.f90,1,,yes,2,main > proc_db > plant_transplant_read,proc_db,proc_db,,0,,,
plantparm_init,subroutine,SWATPLUS/swatplus/src/plantparm_init.f90,1,,yes,2,main > proc_db > plantparm_init,proc_db,proc_db,ascrv,1,,,ascrv:46;ascrv:50;ascrv:62;ascrv:76;ascrv:88
readpcom,subroutine,SWATPLUS/swatplus/src/readpcom.f90,1,,yes,2,main > proc_db > readpcom,proc_db,proc_db,,0,,,
sat_buff_read,subroutine,SWATPLUS/swatplus/src/sat_buff_read.f90,1,,yes,2,main > proc_db > sat_buff_read,proc_db,proc_db,,0,,,
scen_read_bmpuser,subroutine,SWATPLUS/swatplus/src/scen_read_bmpuser.f90,1,,yes,2,main > proc_db > scen_read_bmpuser,proc_db,proc_db,,0,,,
scen_read_filtstrip,subroutine,SWATPLUS/swatplus/src/scen_read_filtstrip.f90,1,,yes,2,main > proc_db > scen_read_filtstrip,proc_db,proc_db,,0,,,
scen_read_grwway,subroutine,SWATPLUS/swatplus/src/scen_read_grwway.f90,1,,yes,2,main > proc_db > scen_read_grwway,proc_db,proc_db,,0,,,
sdr_read,subroutine,SWATPLUS/swatplus/src/sdr_read.f90,1,,yes,2,main > proc_db > sdr_read,proc_db,proc_db,,0,,,
sep_read,subroutine,SWATPLUS/swatplus/src/sep_read.f90,1,,yes,2,main > proc_db > sep_read,proc_db,proc_db,,0,,,
septic_parm_read,subroutine,SWATPLUS/swatplus/src/septic_parm_read.f90,1,,yes,2,main > proc_db > septic_parm_read,proc_db,proc_db,,0,,,
till_parm_read,subroutine,SWATPLUS/swatplus/src/till_parm_read.f90,1,,yes,2,main > proc_db > till_parm_read,proc_db,proc_db,,0,,,
urban_parm_read,subroutine,SWATPLUS/swatplus/src/urban_parm_read.f90,1,,yes,2,main > proc_db > urban_parm_read,proc_db,proc_db,,0,,,
cn2_init_all,subroutine,SWATPLUS/swatplus/src/cn2_init_all.f90,1,,yes,2,main > proc_hru > cn2_init_all,proc_hru,proc_hru,cn2_init,1,,,cn2_init:16
cs_hru_init,subroutine,SWATPLUS/swatplus/src/cs_hru_init.f90,2,,yes,2,main > proc_hru > cs_hru_init,proc_hru,proc_hru,,0,,,
hru_allo,subroutine,SWATPLUS/swatplus/src/hru_allo.f90,1,,yes,2,main > proc_hru > hru_allo,proc_hru,proc_hru,,0,,,
hru_lum_init_all,subroutine,SWATPLUS/swatplus/src/hru_lum_init_all.f90,1,,yes,2,main > proc_hru > hru_lum_init_all,proc_hru,proc_hru,hru_lum_init,1,,,hru_lum_init:14
hru_output_allo,subroutine,SWATPLUS/swatplus/src/hru_output_allo.f90,1,,yes,2,main > proc_hru > hru_output_allo,proc_hru,proc_hru,,0,,,
hru_read,subroutine,SWATPLUS/swatplus/src/hru_read.f90,1,,yes,2,main > proc_hru > hru_read,proc_hru,proc_hru,allocate_parms,1,,,allocate_parms:37
hrudb_init,subroutine,SWATPLUS/swatplus/src/hrudb_init.f90,1,,yes,2,main > proc_hru > hrudb_init,proc_hru,proc_hru,,0,,,
hydro_init,subroutine,SWATPLUS/swatplus/src/hydro_init.f90,1,,yes,2,main > proc_hru > hydro_init,proc_hru,proc_hru,,0,,,
pathogen_init,subroutine,SWATPLUS/swatplus/src/pathogen_init.f90,1,,yes,2,main > proc_hru > pathogen_init,proc_hru,proc_hru,,0,,,
pesticide_init,subroutine,SWATPLUS/swatplus/src/pesticide_init.f90,1,,yes,2,main > proc_hru > pesticide_init,proc_hru,proc_hru,,0,,,
plant_all_init,subroutine,SWATPLUS/swatplus/src/plant_all_init.f90,1,,yes,2,main > proc_hru > plant_all_init,proc_hru,proc_hru,plant_init,1,,,plant_init:30
rte_read_nut,subroutine,SWATPLUS/swatplus/src/rte_read_nut.f90,1,,yes,2,main > proc_hru > rte_read_nut,proc_hru,proc_hru,,0,,,
salt_hru_init,subroutine,SWATPLUS/swatplus/src/salt_hru_init.f90,1,,yes,2,main > proc_hru > salt_hru_init,proc_hru,proc_hru,,0,,,
soils_init,subroutine,SWATPLUS/swatplus/src/soils_init.f90,1,,yes,2,main > proc_hru > soils_init,proc_hru,proc_hru,layersplit;soil_phys_init;soils_test_adjust,3,,,soils_test_adjust:281;soil_phys_init:286;layersplit:346;layersplit:347
structure_init,subroutine,SWATPLUS/swatplus/src/structure_init.f90,1,,yes,2,main > proc_hru > structure_init,proc_hru,proc_hru,structure_set_parms,1,,,structure_set_parms:19;structure_set_parms:23;structure_set_parms:27;structure_set_parms:31
structure_set_parms,subroutine,SWATPLUS/swatplus/src/structure_set_parms.f90,1,,yes,2,main > proc_hru > structure_set_parms,actions;proc_hru;structure_init,actions;proc_hru;structure_init,ttcoef_wway,1,,,ttcoef_wway:98
topohyd_init,subroutine,SWATPLUS/swatplus/src/topohyd_init.f90,1,,yes,2,main > proc_hru > topohyd_init,proc_hru,proc_hru,ascrv,1,,,ascrv:52
header_aquifer,subroutine,SWATPLUS/swatplus/src/header_aquifer.f90,1,,yes,2,main > proc_open > header_aquifer,proc_open,proc_open,open_output_file,1,,,open_output_file:13;open_output_file:19;open_output_file:30;open_output_file:36;open_output_file:47;open_output_file:53;open_output_file:64;open_output_file:70
header_channel,subroutine,SWATPLUS/swatplus/src/header_channel.f90,1,,yes,2,main > proc_open > header_channel,proc_open,proc_open,open_output_file,1,,,open_output_file:26;open_output_file:32;open_output_file:43;open_output_file:49;open_output_file:60;open_output_file:66;open_output_file:77;open_output_file:83
header_const,subroutine,SWATPLUS/swatplus/src/header_const.f90,1,,yes,2,main > proc_open > header_const,proc_open,proc_open,open_output_file,1,,,open_output_file:18;open_output_file:61;open_output_file:104;open_output_file:147;open_output_file:190;open_output_file:222;open_output_file:231;open_output_file:263;open_output_file:272;open_output_file:304;open_output_file:313;open_output_file:345;open_output_file:355;open_output_file:376;open_output_file:387;open_output_file:408;open_output_file:419;open_output_file:440;open_output_file:451;open_output_file:472;open_output_file:483;open_output_file:502;open_output_file:512;open_output_file:531;open_output_file:541;open_output_file:560;open_output_file:570;open_output_file:589;open_output_file:599;open_output_file:622;open_output_file:632;open_output_file:655;open_output_file:665;open_output_file:688;open_output_file:698;open_output_file:721;open_output_file:731;open_output_file:758;open_output_file:769;open_output_file:796;open_output_file:807;open_output_file:834;open_output_file:845;open_output_file:872;open_output_file:883;open_output_file:905;open_output_file:915;open_output_file:937;open_output_file:947;open_output_file:969;open_output_file:979;open_output_file:1001
header_hyd,subroutine,SWATPLUS/swatplus/src/header_hyd.f90,1,,yes,2,main > proc_open > header_hyd,proc_open,proc_open,open_output_file,1,,,open_output_file:10;open_output_file:13;open_output_file:20;open_output_file:26;open_output_file:35;open_output_file:41;open_output_file:50;open_output_file:56;open_output_file:65;open_output_file:71;open_output_file:82;open_output_file:88;open_output_file:97;open_output_file:103;open_output_file:112;open_output_file:118;open_output_file:127;open_output_file:133;open_output_file:144;open_output_file:150;open_output_file:160;open_output_file:166;open_output_file:176;open_output_file:182;open_output_file:192;open_output_file:198
header_lu_change,subroutine,SWATPLUS/swatplus/src/header_lu_change.f90,1,,yes,2,main > proc_open > header_lu_change,proc_open,proc_open,open_output_file,1,,,open_output_file:8
header_mgt,subroutine,SWATPLUS/swatplus/src/header_mgt.f90,1,,yes,2,main > proc_open > header_mgt,proc_open,proc_open,open_output_file,1,,,open_output_file:9
header_path,subroutine,SWATPLUS/swatplus/src/header_path.f90,1,,yes,2,main > proc_open > header_path,proc_open,proc_open,open_output_file,1,,,open_output_file:13;open_output_file:19;open_output_file:28;open_output_file:34;open_output_file:43;open_output_file:49;open_output_file:58;open_output_file:64
header_pest,subroutine,SWATPLUS/swatplus/src/header_pest.f90,1,,yes,2,main > proc_open > header_pest,proc_open,proc_open,open_output_file,1,,,open_output_file:18;open_output_file:24;open_output_file:33;open_output_file:39;open_output_file:48;open_output_file:54;open_output_file:63;open_output_file:69;open_output_file:82;open_output_file:88;open_output_file:97;open_output_file:103;open_output_file:112;open_output_file:118;open_output_file:127;open_output_file:133;open_output_file:146;open_output_file:152;open_output_file:161;open_output_file:167;open_output_file:176;open_output_file:182;open_output_file:191;open_output_file:197;open_output_file:210;open_output_file:216;open_output_file:225;open_output_file:231;open_output_file:240;open_output_file:246;open_output_file:255;open_output_file:261;open_output_file:274;open_output_file:280;open_output_file:289;open_output_file:295;open_output_file:304;open_output_file:310;open_output_file:319;open_output_file:325;open_output_file:338;open_output_file:344;open_output_file:353;open_output_file:359;open_output_file:368;open_output_file:374;open_output_file:383;open_output_file:389;open_output_file:402;open_output_file:408;open_output_file:417;open_output_file:423;open_output_file:432;open_output_file:438;open_output_file:447;open_output_file:453;open_output_file:466;open_output_file:472;open_output_file:481;open_output_file:487;open_output_file:496;open_output_file:502;open_output_file:511;open_output_file:517
header_reservoir,subroutine,SWATPLUS/swatplus/src/header_reservoir.f90,1,,yes,2,main > proc_open > header_reservoir,proc_open,proc_open,open_output_file,1,,,open_output_file:15;open_output_file:21;open_output_file:30;open_output_file:36;open_output_file:45;open_output_file:51;open_output_file:60;open_output_file:66
header_salt,subroutine,SWATPLUS/swatplus/src/header_salt.f90,1,,yes,2,main > proc_open > header_salt,proc_open,proc_open,open_output_file,1,,,open_output_file:18;open_output_file:60;open_output_file:102;open_output_file:144;open_output_file:186;open_output_file:217;open_output_file:226;open_output_file:257;open_output_file:266;open_output_file:297;open_output_file:306;open_output_file:337;open_output_file:347;open_output_file:366;open_output_file:377;open_output_file:396;open_output_file:407;open_output_file:426;open_output_file:437;open_output_file:456;open_output_file:467;open_output_file:486;open_output_file:496;open_output_file:515;open_output_file:525;open_output_file:544;open_output_file:554;open_output_file:573;open_output_file:583;open_output_file:603;open_output_file:613;open_output_file:633;open_output_file:643;open_output_file:663;open_output_file:673;open_output_file:693;open_output_file:703;open_output_file:730;open_output_file:741;open_output_file:768;open_output_file:779;open_output_file:806;open_output_file:817;open_output_file:844;open_output_file:855;open_output_file:875;open_output_file:885;open_output_file:905;open_output_file:915;open_output_file:935;open_output_file:945;open_output_file:965
header_sd_channel,subroutine,SWATPLUS/swatplus/src/header_sd_channel.f90,1,,yes,2,main > proc_open > header_sd_channel,proc_open,proc_open,open_output_file,1,,,open_output_file:15;open_output_file:21;open_output_file:29;open_output_file:41;open_output_file:58;open_output_file:71;open_output_file:88;open_output_file:101;open_output_file:118;open_output_file:131;open_output_file:150;open_output_file:156;open_output_file:167;open_output_file:173;open_output_file:184;open_output_file:190;open_output_file:201;open_output_file:207;open_output_file:219;open_output_file:225;open_output_file:234;open_output_file:240;open_output_file:249;open_output_file:255;open_output_file:264;open_output_file:270
header_water_allocation,subroutine,SWATPLUS/swatplus/src/header_water_allocation.f90,1,,yes,2,main > proc_open > header_water_allocation,proc_open,proc_open,open_output_file,1,,,open_output_file:13;open_output_file:19;open_output_file:30;open_output_file:36;open_output_file:47;open_output_file:53;open_output_file:64;open_output_file:70
header_wetland,subroutine,SWATPLUS/swatplus/src/header_wetland.f90,1,,yes,2,main > proc_open > header_wetland,proc_open,proc_open,open_output_file,1,,,open_output_file:12;open_output_file:18;open_output_file:28;open_output_file:34;open_output_file:44;open_output_file:50;open_output_file:61;open_output_file:67
header_write,subroutine,SWATPLUS/swatplus/src/header_write.f90,1,,yes,2,main > proc_open > header_write,proc_open,proc_open,open_output_file,1,,,open_output_file:16;open_output_file:60;open_output_file:66;open_output_file:75;open_output_file:81;open_output_file:90;open_output_file:96;open_output_file:105;open_output_file:111;open_output_file:122;open_output_file:128;open_output_file:137;open_output_file:143;open_output_file:152;open_output_file:158;open_output_file:167;open_output_file:173;open_output_file:184;open_output_file:190;open_output_file:199;open_output_file:205;open_output_file:214;open_output_file:220;open_output_file:229;open_output_file:235;open_output_file:247;open_output_file:253;open_output_file:262;open_output_file:268;open_output_file:277;open_output_file:283;open_output_file:292;open_output_file:298;open_output_file:309;open_output_file:315;open_output_file:324;open_output_file:330;open_output_file:339;open_output_file:345;open_output_file:354;open_output_file:360;open_output_file:372;open_output_file:378;open_output_file:387;open_output_file:393;open_output_file:402;open_output_file:408;open_output_file:417;open_output_file:423;open_output_file:434;open_output_file:440;open_output_file:449;open_output_file:455;open_output_file:464;open_output_file:470;open_output_file:479;open_output_file:485;open_output_file:497;open_output_file:503;open_output_file:512;open_output_file:518;open_output_file:527;open_output_file:533;open_output_file:542;open_output_file:548;open_output_file:560;open_output_file:566;open_output_file:575;open_output_file:581;open_output_file:590;open_output_file:596;open_output_file:605;open_output_file:611
header_yield,subroutine,SWATPLUS/swatplus/src/header_yield.f90,1,,yes,2,main > proc_open > header_yield,proc_open,proc_open,open_output_file,1,,,open_output_file:11;open_output_file:14;open_output_file:22;open_output_file:26
output_landscape_init,subroutine,SWATPLUS/swatplus/src/output_landscape_init.f90,1,,yes,2,main > proc_open > output_landscape_init,proc_open,proc_open,carbon_legacy_open;open_cb_banner_pair;open_cb_flat_pair;open_cb_wide_pair;open_output_file;soil_nutcarb_write,6,,,open_output_file:37;open_output_file:44;open_output_file:54;open_output_file:61;open_output_file:71;open_output_file:77;open_output_file:87;open_output_file:93;open_output_file:103;open_output_file:109;open_output_file:119;open_output_file:125;open_output_file:134;open_output_file:140;open_output_file:149;open_output_file:155;open_output_file:164;open_output_file:170;open_output_file:180;open_output_file:186;open_output_file:195;open_output_file:201;open_output_file:210;open_output_file:216;open_output_file:226;open_output_file:232;open_output_file:241;open_output_file:247;open_output_file:256;open_output_file:262;open_output_file:271;open_output_file:277;open_output_file:289;open_output_file:295;open_output_file:304;open_output_file:310;open_output_file:319;open_output_file:325;open_output_file:334;open_output_file:340;open_cb_banner_pair:367;open_cb_banner_pair:368;open_cb_banner_pair:369;open_cb_banner_pair:370;open_cb_wide_pair:373;open_cb_wide_pair:374;open_cb_wide_pair:375;open_cb_wide_pair:376;open_cb_wide_pair:379;open_cb_wide_pair:380;open_cb_wide_pair:381;open_cb_wide_pair:384;soil_nutcarb_write:385;open_cb_flat_pair:389;open_cb_flat_pair:390;open_cb_flat_pair:391;open_cb_flat_pair:392;open_cb_wide_pair:397;open_cb_wide_pair:398;open_cb_wide_pair:399;open_cb_wide_pair:400;open_cb_wide_pair:403;open_cb_wide_pair:404;open_cb_wide_pair:405;open_cb_wide_pair:406;open_cb_wide_pair:409;open_cb_wide_pair:410;open_cb_wide_pair:411;open_cb_wide_pair:412;open_cb_wide_pair:415;open_cb_wide_pair:416;open_cb_wide_pair:417;open_cb_wide_pair:418;carbon_legacy_open:424;open_output_file:431;open_output_file:437;open_output_file:449;open_output_file:455;open_output_file:464;open_output_file:470;open_output_file:479;open_output_file:485;open_output_file:495;open_output_file:501;open_output_file:510;open_output_file:516;open_output_file:525;open_output_file:531;open_output_file:540;open_output_file:546;open_output_file:559;open_output_file:565;open_output_file:575;open_output_file:581;open_output_file:592;open_output_file:598;open_output_file:609;open_output_file:615;open_output_file:637;open_output_file:643;open_output_file:652;open_output_file:658;open_output_file:667;open_output_file:673;open_output_file:682;open_output_file:688;open_output_file:699;open_output_file:705;open_output_file:714;open_output_file:720;open_output_file:729;open_output_file:735;open_output_file:744;open_output_file:750;open_output_file:762;open_output_file:768;open_output_file:778;open_output_file:784;open_output_file:794;open_output_file:800;open_output_file:810;open_output_file:816;open_output_file:826;open_output_file:832;open_output_file:841;open_output_file:847;open_output_file:856;open_output_file:862;open_output_file:871;open_output_file:877;open_output_file:887;open_output_file:893;open_output_file:902;open_output_file:908;open_output_file:917;open_output_file:923;open_output_file:932;open_output_file:938;open_output_file:948;open_output_file:954;open_output_file:964;open_output_file:970;open_output_file:979;open_output_file:985;open_output_file:994;open_output_file:1000;open_output_file:1011;open_output_file:1017;open_output_file:1026;open_output_file:1032;open_output_file:1041;open_output_file:1047;open_output_file:1056;open_output_file:1062;open_output_file:1072;open_output_file:1078;open_output_file:1087;open_output_file:1093;open_output_file:1102;open_output_file:1108;open_output_file:1117;open_output_file:1123;open_output_file:1133;open_output_file:1139;open_output_file:1148;open_output_file:1154;open_output_file:1163;open_output_file:1169;open_output_file:1178;open_output_file:1184;open_output_file:1194;open_output_file:1200;open_output_file:1209;open_output_file:1215;open_output_file:1224;open_output_file:1230;open_output_file:1239;open_output_file:1245;open_output_file:1256;open_output_file:1261;open_output_file:1270;open_output_file:1275;open_output_file:1293;open_output_file:1299;open_output_file:1307;open_output_file:1313;open_output_file:1321;open_output_file:1327;open_output_file:1335;open_output_file:1341;open_output_file:1351;open_output_file:1357;open_output_file:1365;open_output_file:1371;open_output_file:1379;open_output_file:1385;open_output_file:1393;open_output_file:1399;open_output_file:1409;open_output_file:1414;open_output_file:1421;open_output_file:1426;open_output_file:1433;open_output_file:1438;open_output_file:1445;open_output_file:1450
ch_read_temp,subroutine,SWATPLUS/swatplus/src/ch_read_temp.f90,1,,yes,2,main > proc_read > ch_read_temp,proc_read,proc_read,,0,,,
cli_read_atmodep,subroutine,SWATPLUS/swatplus/src/cli_read_atmodep.f90,1,,yes,2,main > proc_read > cli_read_atmodep,proc_read,proc_read,,0,,,
cli_read_atmodep_cs,subroutine,SWATPLUS/swatplus/src/cli_read_atmodep_cs.f90,1,,yes,2,main > proc_read > cli_read_atmodep_cs,proc_read,proc_read,,0,,,
cli_read_atmodep_salt,subroutine,SWATPLUS/swatplus/src/cli_read_atmodep_salt.f90,1,,yes,2,main > proc_read > cli_read_atmodep_salt,proc_read,proc_read,,0,,,
cli_staread,subroutine,SWATPLUS/swatplus/src/cli_staread.f90,1,,yes,2,main > proc_read > cli_staread,proc_read,proc_read,search,1,,,search:71;search:73;search:77;search:80;search:83;search:86;search:89;search:93
constit_db_read,subroutine,SWATPLUS/swatplus/src/constit_db_read.f90,1,,yes,2,main > proc_read > constit_db_read,proc_read,proc_read,,0,,,
cs_aqu_read,subroutine,SWATPLUS/swatplus/src/cs_aqu_read.f90,2,,yes,2,main > proc_read > cs_aqu_read,proc_read,proc_read,,0,,,
cs_fert_read,subroutine,SWATPLUS/swatplus/src/cs_fert_read.f90,1,,yes,2,main > proc_read > cs_fert_read,proc_read,proc_read,,0,,,
cs_hru_read,subroutine,SWATPLUS/swatplus/src/cs_hru_read.f90,2,,yes,2,main > proc_read > cs_hru_read,proc_read,proc_read,,0,,,
cs_irr_read,subroutine,SWATPLUS/swatplus/src/cs_irr_read.f90,2,,yes,2,main > proc_read > cs_irr_read,proc_read,proc_read,,0,,,
cs_plant_read,subroutine,SWATPLUS/swatplus/src/cs_plant_read.f90,1,,yes,2,main > proc_read > cs_plant_read,proc_read,proc_read,,0,,,
cs_reactions_read,subroutine,SWATPLUS/swatplus/src/cs_reactions_read.f90,2,,yes,2,main > proc_read > cs_reactions_read,proc_read,proc_read,,0,,,
cs_uptake_read,subroutine,SWATPLUS/swatplus/src/cs_uptake_read.f90,2,,yes,2,main > proc_read > cs_uptake_read,proc_read,proc_read,,0,,,
cs_urban_read,subroutine,SWATPLUS/swatplus/src/cs_urban_read.f90,1,,yes,2,main > proc_read > cs_urban_read,proc_read,proc_read,,0,,,
field_read,subroutine,SWATPLUS/swatplus/src/field_read.f90,1,,yes,2,main > proc_read > field_read,proc_read,proc_read,,0,,,
hmet_hru_aqu_read,subroutine,SWATPLUS/swatplus/src/hmet_hru_aqu_read.f90,1,,yes,2,main > proc_read > hmet_hru_aqu_read,proc_read,proc_read,,0,,,
hydrol_read,subroutine,SWATPLUS/swatplus/src/hydrol_read.f90,1,,yes,2,main > proc_read > hydrol_read,proc_read,proc_read,,0,,,
path_hru_aqu_read,subroutine,SWATPLUS/swatplus/src/path_hru_aqu_read.f90,1,,yes,2,main > proc_read > path_hru_aqu_read,proc_read,proc_read,,0,,,
pest_hru_aqu_read,subroutine,SWATPLUS/swatplus/src/pest_hru_aqu_read.f90,1,,yes,2,main > proc_read > pest_hru_aqu_read,proc_read,proc_read,,0,,,
pest_metabolite_read,subroutine,SWATPLUS/swatplus/src/pest_metabolite_read.f90,1,,yes,2,main > proc_read > pest_metabolite_read,proc_read,proc_read,,0,,,
salt_aqu_read,subroutine,SWATPLUS/swatplus/src/salt_aqu_read.f90,2,,yes,2,main > proc_read > salt_aqu_read,proc_read,proc_read,,0,,,
salt_fert_read,subroutine,SWATPLUS/swatplus/src/salt_fert_read.f90,1,,yes,2,main > proc_read > salt_fert_read,proc_read,proc_read,,0,,,
salt_hru_read,subroutine,SWATPLUS/swatplus/src/salt_hru_read.f90,1,,yes,2,main > proc_read > salt_hru_read,proc_read,proc_read,,0,,,
salt_irr_read,subroutine,SWATPLUS/swatplus/src/salt_irr_read.f90,1,,yes,2,main > proc_read > salt_irr_read,proc_read,proc_read,,0,,,
salt_plant_read,subroutine,SWATPLUS/swatplus/src/salt_plant_read.f90,1,,yes,2,main > proc_read > salt_plant_read,proc_read,proc_read,,0,,,
salt_roadsalt_read,subroutine,SWATPLUS/swatplus/src/salt_roadsalt_read.f90,1,,yes,2,main > proc_read > salt_roadsalt_read,proc_read,proc_read,,0,,,
salt_uptake_read,subroutine,SWATPLUS/swatplus/src/salt_uptake_read.f90,1,,yes,2,main > proc_read > salt_uptake_read,proc_read,proc_read,,0,,,
salt_urban_read,subroutine,SWATPLUS/swatplus/src/salt_urban_read.f90,1,,yes,2,main > proc_read > salt_urban_read,proc_read,proc_read,,0,,,
shade_factor_read,subroutine,SWATPLUS/swatplus/src/shade_factor_read.f90,1,,yes,2,main > proc_read > shade_factor_read,proc_read,proc_read,,0,,,
snowdb_read,subroutine,SWATPLUS/swatplus/src/snowdb_read.f90,1,,yes,2,main > proc_read > snowdb_read,proc_read,proc_read,,0,,,
soil_db_read,subroutine,SWATPLUS/swatplus/src/soil_db_read.f90,1,,yes,2,main > proc_read > soil_db_read,proc_read,proc_read,,0,,,
soil_lte_db_read,subroutine,SWATPLUS/swatplus/src/soil_lte_db_read.f90,1,,yes,2,main > proc_read > soil_lte_db_read,proc_read,proc_read,,0,,,
soil_plant_init,subroutine,SWATPLUS/swatplus/src/soil_plant_init.f90,1,,yes,2,main > proc_read > soil_plant_init,proc_read,proc_read,,0,,,
solt_db_read,subroutine,SWATPLUS/swatplus/src/solt_db_read.f90,1,,yes,2,main > proc_read > solt_db_read,proc_read,proc_read,,0,,,
topo_read,subroutine,SWATPLUS/swatplus/src/topo_read.f90,1,,yes,2,main > proc_read > topo_read,proc_read,proc_read,,0,,,
res_allo,subroutine,SWATPLUS/swatplus/src/res_allo.f90,1,,yes,2,main > proc_res > res_allo,proc_res,proc_res,,0,,,
res_initial,subroutine,SWATPLUS/swatplus/src/res_initial.f90,1,,yes,2,main > proc_res > res_initial,proc_res,proc_res,res_convert_mass,1,,,res_convert_mass:100
res_objects,subroutine,SWATPLUS/swatplus/src/res_objects.f90,1,,yes,2,main > proc_res > res_objects,proc_res,proc_res,,0,,,
res_read,subroutine,SWATPLUS/swatplus/src/res_read.f90,1,,yes,2,main > proc_res > res_read,proc_res,proc_res,,0,,,
res_read_conds,subroutine,SWATPLUS/swatplus/src/res_read_conds.f90,1,,yes,2,main > proc_res > res_read_conds,proc_res,proc_res,,0,,,
res_read_csdb,subroutine,SWATPLUS/swatplus/src/res_read_csdb.f90,1,,yes,2,main > proc_res > res_read_csdb,proc_res,proc_res,,0,,,
res_read_hyd,subroutine,SWATPLUS/swatplus/src/res_read_hyd.f90,1,,yes,2,main > proc_res > res_read_hyd,proc_res,proc_res,,0,,,
res_read_init,subroutine,SWATPLUS/swatplus/src/res_read_init.f90,1,,yes,2,main > proc_res > res_read_init,proc_res,proc_res,,0,,,
res_read_nut,subroutine,SWATPLUS/swatplus/src/res_read_nut.f90,1,,yes,2,main > proc_res > res_read_nut,proc_res,proc_res,,0,,,
res_read_salt_cs,subroutine,SWATPLUS/swatplus/src/res_read_salt_cs.f90,1,,yes,2,main > proc_res > res_read_salt_cs,proc_res,proc_res,,0,,,
res_read_saltdb,subroutine,SWATPLUS/swatplus/src/res_read_saltdb.f90,1,,yes,2,main > proc_res > res_read_saltdb,proc_res,proc_res,,0,,,
res_read_sed,subroutine,SWATPLUS/swatplus/src/res_read_sed.f90,1,,yes,2,main > proc_res > res_read_sed,proc_res,proc_res,,0,,,
recall_read,subroutine,SWATPLUS/swatplus/src/recall_read.f90,71,,yes,2,main > recalldb_read > recall_read,recalldb_read,recalldb_read,,0,,,
copy_file,subroutine,SWATPLUS/swatplus/src/copy_file.f90,2,,yes,2,main > swift_output > copy_file,swift_output,swift_output,,0,,,
hyd_convert_mass_to_conc,subroutine,SWATPLUS/swatplus/src/hydrograph_module.f90,1300,hydrograph_module,yes,2,main > swift_output > hyd_convert_mass_to_conc,swift_output,swift_output,,0,,,
